"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"New Mexico"	"35"	"2020"	"2020"	1046092
	"New York"	"36"	"1990"	"1990"	2230090
	"New York"	"36"	"1991"	"1991"	2284463
	"New York"	"36"	"1992"	"1992"	2343289
	"New York"	"36"	"1993"	"1993"	2417521
	"New York"	"36"	"1994"	"1994"	2485045
	"New York"	"36"	"1995"	"1995"	2552088
	"New York"	"36"	"1996"	"1996"	2613537
	"New York"	"36"	"1997"	"1997"	2680834
	"New York"	"36"	"1998"	"1998"	2744922
	"New York"	"36"	"1999"	"1999"	2812644
	"New York"	"36"	"2000"	"2000"	2894316
	"New York"	"36"	"2001"	"2001"	2952390
	"New York"	"36"	"2002"	"2002"	3007143
	"New York"	"36"	"2003"	"2003"	3054405
	"New York"	"36"	"2004"	"2004"	3092293
	"New York"	"36"	"2005"	"2005"	3125400
	"New York"	"36"	"2006"	"2006"	3162942
	"New York"	"36"	"2007"	"2007"	3216035
	"New York"	"36"	"2008"	"2008"	3284992
	"New York"	"36"	"2009"	"2009"	3359065
	"New York"	"36"	"2010"	"2010"	3430708
	"New York"	"36"	"2011"	"2011"	3492492
	"New York"	"36"	"2012"	"2012"	3546602
	"New York"	"36"	"2013"	"2013"	3593281
	"New York"	"36"	"2014"	"2014"	3630105
	"New York"	"36"	"2015"	"2015"	3664508
	"New York"	"36"	"2016"	"2016"	3691992
	"New York"	"36"	"2017"	"2017"	3709063
	"New York"	"36"	"2018"	"2018"	3728743
	"New York"	"36"	"2019"	"2019"	3734867
	"New York"	"36"	"2020"	"2020"	3738921
	"North Carolina"	"37"	"1990"	"1990"	77118
	"North Carolina"	"37"	"1991"	"1991"	85654
	"North Carolina"	"37"	"1992"	"1992"	98247
	"North Carolina"	"37"	"1993"	"1993"	112882
	"North Carolina"	"37"	"1994"	"1994"	133661
	"North Carolina"	"37"	"1995"	"1995"	158562
	"North Carolina"	"37"	"1996"	"1996"	190949
	"North Carolina"	"37"	"1997"	"1997"	229570
	"North Carolina"	"37"	"1998"	"1998"	275255
	"North Carolina"	"37"	"1999"	"1999"	327051
	"North Carolina"	"37"	"2000"	"2000"	385209
	"North Carolina"	"37"	"2001"	"2001"	424721
	"North Carolina"	"37"	"2002"	"2002"	461933
	"North Carolina"	"37"	"2003"	"2003"	495533
	"North Carolina"	"37"	"2004"	"2004"	534364
	"North Carolina"	"37"	"2005"	"2005"	576892
	"North Carolina"	"37"	"2006"	"2006"	625096
	"North Carolina"	"37"	"2007"	"2007"	676428
	"North Carolina"	"37"	"2008"	"2008"	728646
	"North Carolina"	"37"	"2009"	"2009"	770622
	"North Carolina"	"37"	"2010"	"2010"	806177
	"North Carolina"	"37"	"2011"	"2011"	820411
	"North Carolina"	"37"	"2012"	"2012"	838441
	"North Carolina"	"37"	"2013"	"2013"	855911
	"North Carolina"	"37"	"2014"	"2014"	874981
	"North Carolina"	"37"	"2015"	"2015"	900391
	"North Carolina"	"37"	"2016"	"2016"	929010
	"North Carolina"	"37"	"2017"	"2017"	958955
	"North Carolina"	"37"	"2018"	"2018"	992905
	"North Carolina"	"37"	"2019"	"2019"	1023296
	"North Carolina"	"37"	"2020"	"2020"	1052435
	"North Dakota"	"38"	"1990"	"1990"	4174
	"North Dakota"	"38"	"1991"	"1991"	4592
	"North Dakota"	"38"	"1992"	"1992"	4597
	"North Dakota"	"38"	"1993"	"1993"	4721
	"North Dakota"	"38"	"1994"	"1994"	4728
	"North Dakota"	"38"	"1995"	"1995"	5180
	"North Dakota"	"38"	"1996"	"1996"	5669
	"North Dakota"	"38"	"1997"	"1997"	6106
	"North Dakota"	"38"	"1998"	"1998"	6350
	"North Dakota"	"38"	"1999"	"1999"	6703
	"North Dakota"	"38"	"2000"	"2000"	7834
	"North Dakota"	"38"	"2001"	"2001"	8377
	"North Dakota"	"38"	"2002"	"2002"	8999
	"North Dakota"	"38"	"2003"	"2003"	9714
	"North Dakota"	"38"	"2004"	"2004"	10359
	"North Dakota"	"38"	"2005"	"2005"	10797
	"North Dakota"	"38"	"2006"	"2006"	11299
	"North Dakota"	"38"	"2007"	"2007"	11899
	"North Dakota"	"38"	"2008"	"2008"	12560
	"North Dakota"	"38"	"2009"	"2009"	13276
	"North Dakota"	"38"	"2010"	"2010"	13808
	"North Dakota"	"38"	"2011"	"2011"	15302
	"North Dakota"	"38"	"2012"	"2012"	17558
	"North Dakota"	"38"	"2013"	"2013"	20655
	"North Dakota"	"38"	"2014"	"2014"	23205
	"North Dakota"	"38"	"2015"	"2015"	26396
	"North Dakota"	"38"	"2016"	"2016"	27616
	"North Dakota"	"38"	"2017"	"2017"	28701
	"North Dakota"	"38"	"2018"	"2018"	30317
	"North Dakota"	"38"	"2019"	"2019"	31939
	"North Dakota"	"38"	"2020"	"2020"	33257
	"Ohio"	"39"	"1990"	"1990"	139402
	"Ohio"	"39"	"1991"	"1991"	144574
	"Ohio"	"39"	"1992"	"1992"	150490
	"Ohio"	"39"	"1993"	"1993"	157065
	"Ohio"	"39"	"1994"	"1994"	163264
	"Ohio"	"39"	"1995"	"1995"	170781
	"Ohio"	"39"	"1996"	"1996"	178573
	"Ohio"	"39"	"1997"	"1997"	186837
	"Ohio"	"39"	"1998"	"1998"	195796
	"Ohio"	"39"	"1999"	"1999"	205258
	"Ohio"	"39"	"2000"	"2000"	219498
	"Ohio"	"39"	"2001"	"2001"	232498
	"Ohio"	"39"	"2002"	"2002"	245320
	"Ohio"	"39"	"2003"	"2003"	258609
	"Ohio"	"39"	"2004"	"2004"	271798
	"Ohio"	"39"	"2005"	"2005"	286188
	"Ohio"	"39"	"2006"	"2006"	300578
	"Ohio"	"39"	"2007"	"2007"	316034
	"Ohio"	"39"	"2008"	"2008"	330867
	"Ohio"	"39"	"2009"	"2009"	344550
	"Ohio"	"39"	"2010"	"2010"	357007
	"Ohio"	"39"	"2011"	"2011"	368044
	"Ohio"	"39"	"2012"	"2012"	379160
	"Ohio"	"39"	"2013"	"2013"	391755
	"Ohio"	"39"	"2014"	"2014"	404336
	"Ohio"	"39"	"2015"	"2015"	416768
	"Ohio"	"39"	"2016"	"2016"	430203
	"Ohio"	"39"	"2017"	"2017"	445674
	"Ohio"	"39"	"2018"	"2018"	461379
	"Ohio"	"39"	"2019"	"2019"	475203
	"Ohio"	"39"	"2020"	"2020"	488084
	"Oklahoma"	"40"	"1990"	"1990"	85463
	"Oklahoma"	"40"	"1991"	"1991"	89847
	"Oklahoma"	"40"	"1992"	"1992"	96678
	"Oklahoma"	"40"	"1993"	"1993"	103077
	"Oklahoma"	"40"	"1994"	"1994"	110591
	"Oklahoma"	"40"	"1995"	"1995"	118867
	"Oklahoma"	"40"	"1996"	"1996"	128928
	"Oklahoma"	"40"	"1997"	"1997"	140917
	"Oklahoma"	"40"	"1998"	"1998"	154247
	"Oklahoma"	"40"	"1999"	"1999"	167756
	"Oklahoma"	"40"	"2000"	"2000"	181095
	"Oklahoma"	"40"	"2001"	"2001"	195483
	"Oklahoma"	"40"	"2002"	"2002"	210446
	"Oklahoma"	"40"	"2003"	"2003"	222946
	"Oklahoma"	"40"	"2004"	"2004"	236132
	"Oklahoma"	"40"	"2005"	"2005"	251203
	"Oklahoma"	"40"	"2006"	"2006"	268175
	"Oklahoma"	"40"	"2007"	"2007"	285618
	"Oklahoma"	"40"	"2008"	"2008"	300723
	"Oklahoma"	"40"	"2009"	"2009"	319289
	"Oklahoma"	"40"	"2010"	"2010"	333568
	"Oklahoma"	"40"	"2011"	"2011"	346215
	"Oklahoma"	"40"	"2012"	"2012"	358776
	"Oklahoma"	"40"	"2013"	"2013"	371536
	"Oklahoma"	"40"	"2014"	"2014"	383697
	"Oklahoma"	"40"	"2015"	"2015"	396806
	"Oklahoma"	"40"	"2016"	"2016"	410072
	"Oklahoma"	"40"	"2017"	"2017"	420852
	"Oklahoma"	"40"	"2018"	"2018"	431998
	"Oklahoma"	"40"	"2019"	"2019"	442018
	"Oklahoma"	"40"	"2020"	"2020"	452487
	"Oregon"	"41"	"1990"	"1990"	114212
	"Oregon"	"41"	"1991"	"1991"	124087
	"Oregon"	"41"	"1992"	"1992"	135960
	"Oregon"	"41"	"1993"	"1993"	149110
	"Oregon"	"41"	"1994"	"1994"	164456
	"Oregon"	"41"	"1995"	"1995"	182703
	"Oregon"	"41"	"1996"	"1996"	198480
	"Oregon"	"41"	"1997"	"1997"	218617
	"Oregon"	"41"	"1998"	"1998"	237789
	"Oregon"	"41"	"1999"	"1999"	258885
	"Oregon"	"41"	"2000"	"2000"	278259
	"Oregon"	"41"	"2001"	"2001"	296083
	"Oregon"	"41"	"2002"	"2002"	313232
	"Oregon"	"41"	"2003"	"2003"	328886
	"Oregon"	"41"	"2004"	"2004"	343677
	"Oregon"	"41"	"2005"	"2005"	361623
	"Oregon"	"41"	"2006"	"2006"	381519
	"Oregon"	"41"	"2007"	"2007"	402398
	"Oregon"	"41"	"2008"	"2008"	421853
	"Oregon"	"41"	"2009"	"2009"	438205
	"Oregon"	"41"	"2010"	"2010"	452421
	"Oregon"	"41"	"2011"	"2011"	462913
	"Oregon"	"41"	"2012"	"2012"	471222
	"Oregon"	"41"	"2013"	"2013"	480619
	"Oregon"	"41"	"2014"	"2014"	492355
	"Oregon"	"41"	"2015"	"2015"	505555
	"Oregon"	"41"	"2016"	"2016"	522214
	"Oregon"	"41"	"2017"	"2017"	539292
	"Oregon"	"41"	"2018"	"2018"	553289
	"Oregon"	"41"	"2019"	"2019"	566811
	"Oregon"	"41"	"2020"	"2020"	579836
	"Pennsylvania"	"42"	"1990"	"1990"	233727
	"Pennsylvania"	"42"	"1991"	"1991"	245900
	"Pennsylvania"	"42"	"1992"	"1992"	259310
	"Pennsylvania"	"42"	"1993"	"1993"	272119
	"Pennsylvania"	"42"	"1994"	"1994"	286390
	"Pennsylvania"	"42"	"1995"	"1995"	301226
	"Pennsylvania"	"42"	"1996"	"1996"	318572
	"Pennsylvania"	"42"	"1997"	"1997"	337122
	"Pennsylvania"	"42"	"1998"	"1998"	355238
	"Pennsylvania"	"42"	"1999"	"1999"	374402
	"Pennsylvania"	"42"	"2000"	"2000"	398374
	"Pennsylvania"	"42"	"2001"	"2001"	421461
	"Pennsylvania"	"42"	"2002"	"2002"	447621
	"Pennsylvania"	"42"	"2003"	"2003"	477457
	"Pennsylvania"	"42"	"2004"	"2004"	510353
	"Pennsylvania"	"42"	"2005"	"2005"	545049
	"Pennsylvania"	"42"	"2006"	"2006"	583240
	"Pennsylvania"	"42"	"2007"	"2007"	621478
	"Pennsylvania"	"42"	"2008"	"2008"	657589
	"Pennsylvania"	"42"	"2009"	"2009"	693817
	"Pennsylvania"	"42"	"2010"	"2010"	726344
	"Pennsylvania"	"42"	"2011"	"2011"	756888
	"Pennsylvania"	"42"	"2012"	"2012"	786802
	"Pennsylvania"	"42"	"2013"	"2013"	812231
	"Pennsylvania"	"42"	"2014"	"2014"	841525
	"Pennsylvania"	"42"	"2015"	"2015"	870319
	"Pennsylvania"	"42"	"2016"	"2016"	902298
	"Pennsylvania"	"42"	"2017"	"2017"	938461
	"Pennsylvania"	"42"	"2018"	"2018"	980162
	"Pennsylvania"	"42"	"2019"	"2019"	1005387
	"Pennsylvania"	"42"	"2020"	"2020"	1032627
	"Rhode Island"	"44"	"1990"	"1990"	46250
	"Rhode Island"	"44"	"1991"	"1991"	49584
	"Rhode Island"	"44"	"1992"	"1992"	53233
	"Rhode Island"	"44"	"1993"	"1993"	57362
	"Rhode Island"	"44"	"1994"	"1994"	61037
	"Rhode Island"	"44"	"1995"	"1995"	65273
	"Rhode Island"	"44"	"1996"	"1996"	69404
	"Rhode Island"	"44"	"1997"	"1997"	74368
	"Rhode Island"	"44"	"1998"	"1998"	79216
	"Rhode Island"	"44"	"1999"	"1999"	85733
	"Rhode Island"	"44"	"2000"	"2000"	91654
	"Rhode Island"	"44"	"2001"	"2001"	96675
	"Rhode Island"	"44"	"2002"	"2002"	101954
	"Rhode Island"	"44"	"2003"	"2003"	107092
	"Rhode Island"	"44"	"2004"	"2004"	111016
	"Rhode Island"	"44"	"2005"	"2005"	114237
	"Rhode Island"	"44"	"2006"	"2006"	117657
	"Rhode Island"	"44"	"2007"	"2007"	120518
	"Rhode Island"	"44"	"2008"	"2008"	124191
	"Rhode Island"	"44"	"2009"	"2009"	127861
	"Rhode Island"	"44"	"2010"	"2010"	132083
	"Rhode Island"	"44"	"2011"	"2011"	136336
	"Rhode Island"	"44"	"2012"	"2012"	141060
	"Rhode Island"	"44"	"2013"	"2013"	145039
	"Rhode Island"	"44"	"2014"	"2014"	149361
	"Rhode Island"	"44"	"2015"	"2015"	154108
	"Rhode Island"	"44"	"2016"	"2016"	158803
	"Rhode Island"	"44"	"2017"	"2017"	163060
	"Rhode Island"	"44"	"2018"	"2018"	168910
	"Rhode Island"	"44"	"2019"	"2019"	172793
	"Rhode Island"	"44"	"2020"	"2020"	176471
	"South Carolina"	"45"	"1990"	"1990"	30367
	"South Carolina"	"45"	"1991"	"1991"	33236
	"South Carolina"	"45"	"1992"	"1992"	36628
	"South Carolina"	"45"	"1993"	"1993"	39335
	"South Carolina"	"45"	"1994"	"1994"	42246
	"South Carolina"	"45"	"1995"	"1995"	47674
	"South Carolina"	"45"	"1996"	"1996"	52917
	"South Carolina"	"45"	"1997"	"1997"	62551
	"South Carolina"	"45"	"1998"	"1998"	71583
	"South Carolina"	"45"	"1999"	"1999"	82630
	"South Carolina"	"45"	"2000"	"2000"	96470
	"South Carolina"	"45"	"2001"	"2001"	107615
	"South Carolina"	"45"	"2002"	"2002"	119542
	"South Carolina"	"45"	"2003"	"2003"	131166
	"South Carolina"	"45"	"2004"	"2004"	144106
	"South Carolina"	"45"	"2005"	"2005"	158474
	"South Carolina"	"45"	"2006"	"2006"	175689
	"South Carolina"	"45"	"2007"	"2007"	194211
	"South Carolina"	"45"	"2008"	"2008"	212024
	"South Carolina"	"45"	"2009"	"2009"	225836
	"South Carolina"	"45"	"2010"	"2010"	236696
	"South Carolina"	"45"	"2011"	"2011"	239899
	"South Carolina"	"45"	"2012"	"2012"	244051
	"South Carolina"	"45"	"2013"	"2013"	248985
	"South Carolina"	"45"	"2014"	"2014"	256459
	"South Carolina"	"45"	"2015"	"2015"	265149
	"South Carolina"	"45"	"2016"	"2016"	273671
	"South Carolina"	"45"	"2017"	"2017"	284785
	"South Carolina"	"45"	"2018"	"2018"	296779
	"South Carolina"	"45"	"2019"	"2019"	309289
	"South Carolina"	"45"	"2020"	"2020"	320061
	"South Dakota"	"46"	"1990"	"1990"	4617
	"South Dakota"	"46"	"1991"	"1991"	4816
	"South Dakota"	"46"	"1992"	"1992"	4949
	"South Dakota"	"46"	"1993"	"1993"	5147
	"South Dakota"	"46"	"1994"	"1994"	5461
	"South Dakota"	"46"	"1995"	"1995"	5857
	"South Dakota"	"46"	"1996"	"1996"	6251
	"South Dakota"	"46"	"1997"	"1997"	6944
	"South Dakota"	"46"	"1998"	"1998"	7617
	"South Dakota"	"46"	"1999"	"1999"	8193
	"South Dakota"	"46"	"2000"	"2000"	10995
	"South Dakota"	"46"	"2001"	"2001"	12581
	"South Dakota"	"46"	"2002"	"2002"	13805
	"South Dakota"	"46"	"2003"	"2003"	15088
	"South Dakota"	"46"	"2004"	"2004"	16371
	"South Dakota"	"46"	"2005"	"2005"	17549
	"South Dakota"	"46"	"2006"	"2006"	18608
	"South Dakota"	"46"	"2007"	"2007"	19626
	"South Dakota"	"46"	"2008"	"2008"	20777
	"South Dakota"	"46"	"2009"	"2009"	21709
	"South Dakota"	"46"	"2010"	"2010"	22455
	"South Dakota"	"46"	"2011"	"2011"	24647
	"South Dakota"	"46"	"2012"	"2012"	27035
	"South Dakota"	"46"	"2013"	"2013"	28772
	"South Dakota"	"46"	"2014"	"2014"	29949
	"South Dakota"	"46"	"2015"	"2015"	30972
	"South Dakota"	"46"	"2016"	"2016"	32805
	"South Dakota"	"46"	"2017"	"2017"	35290
	"South Dakota"	"46"	"2018"	"2018"	36998
	"South Dakota"	"46"	"2019"	"2019"	38388
	"South Dakota"	"46"	"2020"	"2020"	39604
	"Tennessee"	"47"	"1990"	"1990"	32411
	"Tennessee"	"47"	"1991"	"1991"	35692
	"Tennessee"	"47"	"1992"	"1992"	38773
	"Tennessee"	"47"	"1993"	"1993"	43581
	"Tennessee"	"47"	"1994"	"1994"	50274
	"Tennessee"	"47"	"1995"	"1995"	58357
	"Tennessee"	"47"	"1996"	"1996"	68098
	"Tennessee"	"47"	"1997"	"1997"	78257
	"Tennessee"	"47"	"1998"	"1998"	91760
	"Tennessee"	"47"	"1999"	"1999"	105769
	"Tennessee"	"47"	"2000"	"2000"	125572
	"Tennessee"	"47"	"2001"	"2001"	139039
	"Tennessee"	"47"	"2002"	"2002"	152930
	"Tennessee"	"47"	"2003"	"2003"	167001
	"Tennessee"	"47"	"2004"	"2004"	183955
	"Tennessee"	"47"	"2005"	"2005"	204020
	"Tennessee"	"47"	"2006"	"2006"	223916
	"Tennessee"	"47"	"2007"	"2007"	245692
	"Tennessee"	"47"	"2008"	"2008"	262563
	"Tennessee"	"47"	"2009"	"2009"	278598
	"Tennessee"	"47"	"2010"	"2010"	291119
	"Tennessee"	"47"	"2011"	"2011"	299501
	"Tennessee"	"47"	"2012"	"2012"	309405
	"Tennessee"	"47"	"2013"	"2013"	317369
	"Tennessee"	"47"	"2014"	"2014"	326891
	"Tennessee"	"47"	"2015"	"2015"	337444
	"Tennessee"	"47"	"2016"	"2016"	349036
	"Tennessee"	"47"	"2017"	"2017"	363896
	"Tennessee"	"47"	"2018"	"2018"	378723
	"Tennessee"	"47"	"2019"	"2019"	391469
	"Tennessee"	"47"	"2020"	"2020"	404410
	"Texas"	"48"	"1990"	"1990"	4380366
	"Texas"	"48"	"1991"	"1991"	4566461
	"Texas"	"48"	"1992"	"1992"	4773597
	"Texas"	"48"	"1993"	"1993"	5001566
	"Texas"	"48"	"1994"	"1994"	5226512
	"Texas"	"48"	"1995"	"1995"	5452558
	"Texas"	"48"	"1996"	"1996"	5683183
	"Texas"	"48"	"1997"	"1997"	5935560
	"Texas"	"48"	"1998"	"1998"	6196823
	"Texas"	"48"	"1999"	"1999"	6458217
	"Texas"	"48"	"2000"	"2000"	6739868
	"Texas"	"48"	"2001"	"2001"	6987005
	"Texas"	"48"	"2002"	"2002"	7244849
	"Texas"	"48"	"2003"	"2003"	7498587
	"Texas"	"48"	"2004"	"2004"	7749995
	"Texas"	"48"	"2005"	"2005"	8010747
	"Texas"	"48"	"2006"	"2006"	8308008
	"Texas"	"48"	"2007"	"2007"	8618270
	"Texas"	"48"	"2008"	"2008"	8927300
	"Texas"	"48"	"2009"	"2009"	9239906
	"Texas"	"48"	"2010"	"2010"	9516766
	"Texas"	"48"	"2011"	"2011"	9745016
	"Texas"	"48"	"2012"	"2012"	9967548
	"Texas"	"48"	"2013"	"2013"	10178631
	"Texas"	"48"	"2014"	"2014"	10409360
	"Texas"	"48"	"2015"	"2015"	10656323
	"Texas"	"48"	"2016"	"2016"	10892261
	"Texas"	"48"	"2017"	"2017"	11098277
	"Texas"	"48"	"2018"	"2018"	11289269
	"Texas"	"48"	"2019"	"2019"	11491337
	"Texas"	"48"	"2020"	"2020"	11691857
	"Utah"	"49"	"1990"	"1990"	85534
	"Utah"	"49"	"1991"	"1991"	91991
	"Utah"	"49"	"1992"	"1992"	98880
	"Utah"	"49"	"1993"	"1993"	107682
	"Utah"	"49"	"1994"	"1994"	117933
	"Utah"	"49"	"1995"	"1995"	128644
	"Utah"	"49"	"1996"	"1996"	143009
	"Utah"	"49"	"1997"	"1997"	159784
	"Utah"	"49"	"1998"	"1998"	176212
	"Utah"	"49"	"1999"	"1999"	190588
	"Utah"	"49"	"2000"	"2000"	204356
	"Utah"	"49"	"2001"	"2001"	217648
	"Utah"	"49"	"2002"	"2002"	231111
	"Utah"	"49"	"2003"	"2003"	243047
	"Utah"	"49"	"2004"	"2004"	254864
	"Utah"	"49"	"2005"	"2005"	269469
	"Utah"	"49"	"2006"	"2006"	287418
	"Utah"	"49"	"2007"	"2007"	309661
	"Utah"	"49"	"2008"	"2008"	330732
	"Utah"	"49"	"2009"	"2009"	347583
	"Utah"	"49"	"2010"	"2010"	360487
	"Utah"	"49"	"2011"	"2011"	368489
	"Utah"	"49"	"2012"	"2012"	375691
	"Utah"	"49"	"2013"	"2013"	384962
	"Utah"	"49"	"2014"	"2014"	393482
	"Utah"	"49"	"2015"	"2015"	404560
	"Utah"	"49"	"2016"	"2016"	418556
	"Utah"	"49"	"2017"	"2017"	433750
	"Utah"	"49"	"2018"	"2018"	447226
	"Utah"	"49"	"2019"	"2019"	459119
	"Utah"	"49"	"2020"	"2020"	471647
	"Vermont"	"50"	"1990"	"1990"	3512
	"Vermont"	"50"	"1991"	"1991"	3574
	"Vermont"	"50"	"1992"	"1992"	3587
	"Vermont"	"50"	"1993"	"1993"	3951
	"Vermont"	"50"	"1994"	"1994"	4049
	"Vermont"	"50"	"1995"	"1995"	4104
	"Vermont"	"50"	"1996"	"1996"	4392
	"Vermont"	"50"	"1997"	"1997"	4802
	"Vermont"	"50"	"1998"	"1998"	4736
	"Vermont"	"50"	"1999"	"1999"	4879
	"Vermont"	"50"	"2000"	"2000"	5556
	"Vermont"	"50"	"2001"	"2001"	6104
	"Vermont"	"50"	"2002"	"2002"	6577
	"Vermont"	"50"	"2003"	"2003"	6928
	"Vermont"	"50"	"2004"	"2004"	7344
	"Vermont"	"50"	"2005"	"2005"	7754
	"Vermont"	"50"	"2006"	"2006"	8137
	"Vermont"	"50"	"2007"	"2007"	8492
	"Vermont"	"50"	"2008"	"2008"	8923
	"Vermont"	"50"	"2009"	"2009"	9274
	"Vermont"	"50"	"2010"	"2010"	9291
	"Vermont"	"50"	"2011"	"2011"	9897
	"Vermont"	"50"	"2012"	"2012"	10177
	"Vermont"	"50"	"2013"	"2013"	10652
	"Vermont"	"50"	"2014"	"2014"	10881
	"Vermont"	"50"	"2015"	"2015"	11214
	"Vermont"	"50"	"2016"	"2016"	11640
	"Vermont"	"50"	"2017"	"2017"	12162
	"Vermont"	"50"	"2018"	"2018"	12559
	"Vermont"	"50"	"2019"	"2019"	12918
	"Vermont"	"50"	"2020"	"2020"	13318
	"Virginia"	"51"	"1990"	"1990"	160703
	"Virginia"	"51"	"1991"	"1991"	170255
	"Virginia"	"51"	"1992"	"1992"	180416
	"Virginia"	"51"	"1993"	"1993"	193488
	"Virginia"	"51"	"1994"	"1994"	206666
	"Virginia"	"51"	"1995"	"1995"	222288
	"Virginia"	"51"	"1996"	"1996"	240701
	"Virginia"	"51"	"1997"	"1997"	260855
	"Virginia"	"51"	"1998"	"1998"	281892
	"Virginia"	"51"	"1999"	"1999"	304191
	"Virginia"	"51"	"2000"	"2000"	334268
	"Virginia"	"51"	"2001"	"2001"	361650
	"Virginia"	"51"	"2002"	"2002"	389793
	"Virginia"	"51"	"2003"	"2003"	418238
	"Virginia"	"51"	"2004"	"2004"	449301
	"Virginia"	"51"	"2005"	"2005"	482696
	"Virginia"	"51"	"2006"	"2006"	516096
	"Virginia"	"51"	"2007"	"2007"	546471
	"Virginia"	"51"	"2008"	"2008"	575669
	"Virginia"	"51"	"2009"	"2009"	607430
	"Virginia"	"51"	"2010"	"2010"	637545
	"Virginia"	"51"	"2011"	"2011"	660361
	"Virginia"	"51"	"2012"	"2012"	682830
	"Virginia"	"51"	"2013"	"2013"	704193
	"Virginia"	"51"	"2014"	"2014"	722616
	"Virginia"	"51"	"2015"	"2015"	743385
	"Virginia"	"51"	"2016"	"2016"	765849
	"Virginia"	"51"	"2017"	"2017"	790839
	"Virginia"	"51"	"2018"	"2018"	812901
	"Virginia"	"51"	"2019"	"2019"	835102
	"Virginia"	"51"	"2020"	"2020"	855301
	"Washington"	"53"	"1990"	"1990"	217833
	"Washington"	"53"	"1991"	"1991"	233956
	"Washington"	"53"	"1992"	"1992"	253377
	"Washington"	"53"	"1993"	"1993"	273529
	"Washington"	"53"	"1994"	"1994"	294507
	"Washington"	"53"	"1995"	"1995"	317977
	"Washington"	"53"	"1996"	"1996"	341861
	"Washington"	"53"	"1997"	"1997"	369100
	"Washington"	"53"	"1998"	"1998"	395766
	"Washington"	"53"	"1999"	"1999"	420878
	"Washington"	"53"	"2000"	"2000"	446953
	"Washington"	"53"	"2001"	"2001"	473640
	"Washington"	"53"	"2002"	"2002"	499071
	"Washington"	"53"	"2003"	"2003"	524164
	"Washington"	"53"	"2004"	"2004"	553147
	"Washington"	"53"	"2005"	"2005"	583264
	"Washington"	"53"	"2006"	"2006"	618798
	"Washington"	"53"	"2007"	"2007"	652679
	"Washington"	"53"	"2008"	"2008"	690377
	"Washington"	"53"	"2009"	"2009"	729810
	"Washington"	"53"	"2010"	"2010"	761353
	"Washington"	"53"	"2011"	"2011"	784980
	"Washington"	"53"	"2012"	"2012"	805930
	"Washington"	"53"	"2013"	"2013"	827833
	"Washington"	"53"	"2014"	"2014"	852698
	"Washington"	"53"	"2015"	"2015"	879223
	"Washington"	"53"	"2016"	"2016"	913064
	"Washington"	"53"	"2017"	"2017"	944711
	"Washington"	"53"	"2018"	"2018"	971214
	"Washington"	"53"	"2019"	"2019"	1001089
	"Washington"	"53"	"2020"	"2020"	1027545
	"West Virginia"	"54"	"1990"	"1990"	7775
	"West Virginia"	"54"	"1991"	"1991"	7671
	"West Virginia"	"54"	"1992"	"1992"	8017
	"West Virginia"	"54"	"1993"	"1993"	8141
	"West Virginia"	"54"	"1994"	"1994"	8557
	"West Virginia"	"54"	"1995"	"1995"	8864
	"West Virginia"	"54"	"1996"	"1996"	9227
	"West Virginia"	"54"	"1997"	"1997"	9576
	"West Virginia"	"54"	"1998"	"1998"	9844
	"West Virginia"	"54"	"1999"	"1999"	10329
	"West Virginia"	"54"	"2000"	"2000"	12347
	"West Virginia"	"54"	"2001"	"2001"	13147
	"West Virginia"	"54"	"2002"	"2002"	14038
	"West Virginia"	"54"	"2003"	"2003"	15166
	"West Virginia"	"54"	"2004"	"2004"	16201
	"West Virginia"	"54"	"2005"	"2005"	17573
	"West Virginia"	"54"	"2006"	"2006"	19028
	"West Virginia"	"54"	"2007"	"2007"	20146
	"West Virginia"	"54"	"2008"	"2008"	21215
	"West Virginia"	"54"	"2009"	"2009"	22044
	"West Virginia"	"54"	"2010"	"2010"	22365
	"West Virginia"	"54"	"2011"	"2011"	23838
	"West Virginia"	"54"	"2012"	"2012"	24780
	"West Virginia"	"54"	"2013"	"2013"	25736
	"West Virginia"	"54"	"2014"	"2014"	26778
	"West Virginia"	"54"	"2015"	"2015"	27693
	"West Virginia"	"54"	"2016"	"2016"	28580
	"West Virginia"	"54"	"2017"	"2017"	29162
	"West Virginia"	"54"	"2018"	"2018"	30081
	"West Virginia"	"54"	"2019"	"2019"	31152
	"West Virginia"	"54"	"2020"	"2020"	31999
	"Wisconsin"	"55"	"1990"	"1990"	93534
	"Wisconsin"	"55"	"1991"	"1991"	99689
	"Wisconsin"	"55"	"1992"	"1992"	106191
	"Wisconsin"	"55"	"1993"	"1993"	113808
	"Wisconsin"	"55"	"1994"	"1994"	123144
	"Wisconsin"	"55"	"1995"	"1995"	132728
	"Wisconsin"	"55"	"1996"	"1996"	142409
	"Wisconsin"	"55"	"1997"	"1997"	153709
	"Wisconsin"	"55"	"1998"	"1998"	166122
	"Wisconsin"	"55"	"1999"	"1999"	178834
	"Wisconsin"	"55"	"2000"	"2000"	195371
	"Wisconsin"	"55"	"2001"	"2001"	209771
	"Wisconsin"	"55"	"2002"	"2002"	223996
	"Wisconsin"	"55"	"2003"	"2003"	237465
	"Wisconsin"	"55"	"2004"	"2004"	250997
