"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"South Dakota"	"46"	"1995"	"1995"	3444
	"South Dakota"	"46"	"1996"	"1996"	4047
	"South Dakota"	"46"	"1997"	"1997"	4162
	"South Dakota"	"46"	"1998"	"1998"	4528
	"South Dakota"	"46"	"1999"	"1999"	4749
	"South Dakota"	"46"	"2000"	"2000"	6185
	"South Dakota"	"46"	"2001"	"2001"	6886
	"South Dakota"	"46"	"2002"	"2002"	7573
	"South Dakota"	"46"	"2003"	"2003"	8188
	"South Dakota"	"46"	"2004"	"2004"	8828
	"South Dakota"	"46"	"2005"	"2005"	9547
	"South Dakota"	"46"	"2006"	"2006"	10173
	"South Dakota"	"46"	"2007"	"2007"	11082
	"South Dakota"	"46"	"2008"	"2008"	11798
	"South Dakota"	"46"	"2009"	"2009"	12745
	"South Dakota"	"46"	"2010"	"2010"	13779
	"South Dakota"	"46"	"2011"	"2011"	14780
	"South Dakota"	"46"	"2012"	"2012"	17090
	"South Dakota"	"46"	"2013"	"2013"	18180
	"South Dakota"	"46"	"2014"	"2014"	18807
	"South Dakota"	"46"	"2015"	"2015"	19703
	"South Dakota"	"46"	"2016"	"2016"	21702
	"South Dakota"	"46"	"2017"	"2017"	23562
	"South Dakota"	"46"	"2018"	"2018"	24265
	"South Dakota"	"46"	"2019"	"2019"	25381
	"South Dakota"	"46"	"2020"	"2020"	26365
	"Tennessee"	"47"	"1990"	"1990"	782830
	"Tennessee"	"47"	"1991"	"1991"	798638
	"Tennessee"	"47"	"1992"	"1992"	818018
	"Tennessee"	"47"	"1993"	"1993"	839270
	"Tennessee"	"47"	"1994"	"1994"	858370
	"Tennessee"	"47"	"1995"	"1995"	875270
	"Tennessee"	"47"	"1996"	"1996"	892896
	"Tennessee"	"47"	"1997"	"1997"	908434
	"Tennessee"	"47"	"1998"	"1998"	924468
	"Tennessee"	"47"	"1999"	"1999"	939791
	"Tennessee"	"47"	"2000"	"2000"	953877
	"Tennessee"	"47"	"2001"	"2001"	967178
	"Tennessee"	"47"	"2002"	"2002"	980256
	"Tennessee"	"47"	"2003"	"2003"	993443
	"Tennessee"	"47"	"2004"	"2004"	1009077
	"Tennessee"	"47"	"2005"	"2005"	1026372
	"Tennessee"	"47"	"2006"	"2006"	1047600
	"Tennessee"	"47"	"2007"	"2007"	1062187
	"Tennessee"	"47"	"2008"	"2008"	1074684
	"Tennessee"	"47"	"2009"	"2009"	1087674
	"Tennessee"	"47"	"2010"	"2010"	1100979
	"Tennessee"	"47"	"2011"	"2011"	1114123
	"Tennessee"	"47"	"2012"	"2012"	1130658
	"Tennessee"	"47"	"2013"	"2013"	1141927
	"Tennessee"	"47"	"2014"	"2014"	1154227
	"Tennessee"	"47"	"2015"	"2015"	1165581
	"Tennessee"	"47"	"2016"	"2016"	1176679
	"Tennessee"	"47"	"2017"	"2017"	1189556
	"Tennessee"	"47"	"2018"	"2018"	1201168
	"Tennessee"	"47"	"2019"	"2019"	1210654
	"Tennessee"	"47"	"2020"	"2020"	1219237
	"Texas"	"48"	"1990"	"1990"	2055356
	"Texas"	"48"	"1991"	"1991"	2097163
	"Texas"	"48"	"1992"	"1992"	2140131
	"Texas"	"48"	"1993"	"1993"	2190589
	"Texas"	"48"	"1994"	"1994"	2239106
	"Texas"	"48"	"1995"	"1995"	2292393
	"Texas"	"48"	"1996"	"1996"	2335740
	"Texas"	"48"	"1997"	"1997"	2377071
	"Texas"	"48"	"1998"	"1998"	2419724
	"Texas"	"48"	"1999"	"1999"	2461293
	"Texas"	"48"	"2000"	"2000"	2498467
	"Texas"	"48"	"2001"	"2001"	2551645
	"Texas"	"48"	"2002"	"2002"	2602237
	"Texas"	"48"	"2003"	"2003"	2646739
	"Texas"	"48"	"2004"	"2004"	2697339
	"Texas"	"48"	"2005"	"2005"	2753898
	"Texas"	"48"	"2006"	"2006"	2904002
	"Texas"	"48"	"2007"	"2007"	2962118
	"Texas"	"48"	"2008"	"2008"	3027152
	"Texas"	"48"	"2009"	"2009"	3101293
	"Texas"	"48"	"2010"	"2010"	3170463
	"Texas"	"48"	"2011"	"2011"	3234968
	"Texas"	"48"	"2012"	"2012"	3311727
	"Texas"	"48"	"2013"	"2013"	3386034
	"Texas"	"48"	"2014"	"2014"	3473134
	"Texas"	"48"	"2015"	"2015"	3566630
	"Texas"	"48"	"2016"	"2016"	3656534
	"Texas"	"48"	"2017"	"2017"	3740639
	"Texas"	"48"	"2018"	"2018"	3818499
	"Texas"	"48"	"2019"	"2019"	3898379
	"Texas"	"48"	"2020"	"2020"	3984144
	"Utah"	"49"	"1990"	"1990"	12085
	"Utah"	"49"	"1991"	"1991"	12857
	"Utah"	"49"	"1992"	"1992"	13840
	"Utah"	"49"	"1993"	"1993"	14659
	"Utah"	"49"	"1994"	"1994"	15822
	"Utah"	"49"	"1995"	"1995"	16794
	"Utah"	"49"	"1996"	"1996"	17828
	"Utah"	"49"	"1997"	"1997"	19058
	"Utah"	"49"	"1998"	"1998"	20190
	"Utah"	"49"	"1999"	"1999"	21374
	"Utah"	"49"	"2000"	"2000"	23349
	"Utah"	"49"	"2001"	"2001"	25050
	"Utah"	"49"	"2002"	"2002"	26645
	"Utah"	"49"	"2003"	"2003"	27680
	"Utah"	"49"	"2004"	"2004"	29165
	"Utah"	"49"	"2005"	"2005"	31217
	"Utah"	"49"	"2006"	"2006"	33424
	"Utah"	"49"	"2007"	"2007"	36225
	"Utah"	"49"	"2008"	"2008"	38231
	"Utah"	"49"	"2009"	"2009"	40659
	"Utah"	"49"	"2010"	"2010"	42694
	"Utah"	"49"	"2011"	"2011"	43884
	"Utah"	"49"	"2012"	"2012"	45549
	"Utah"	"49"	"2013"	"2013"	47142
	"Utah"	"49"	"2014"	"2014"	48493
	"Utah"	"49"	"2015"	"2015"	49950
	"Utah"	"49"	"2016"	"2016"	52664
	"Utah"	"49"	"2017"	"2017"	55518
	"Utah"	"49"	"2018"	"2018"	57842
	"Utah"	"49"	"2019"	"2019"	60317
	"Utah"	"49"	"2020"	"2020"	62659
	"Vermont"	"50"	"1990"	"1990"	1890
	"Vermont"	"50"	"1991"	"1991"	1956
	"Vermont"	"50"	"1992"	"1992"	2220
	"Vermont"	"50"	"1993"	"1993"	2784
	"Vermont"	"50"	"1994"	"1994"	2742
	"Vermont"	"50"	"1995"	"1995"	2936
	"Vermont"	"50"	"1996"	"1996"	3311
	"Vermont"	"50"	"1997"	"1997"	3249
	"Vermont"	"50"	"1998"	"1998"	3381
	"Vermont"	"50"	"1999"	"1999"	3535
	"Vermont"	"50"	"2000"	"2000"	4140
	"Vermont"	"50"	"2001"	"2001"	4590
	"Vermont"	"50"	"2002"	"2002"	4945
	"Vermont"	"50"	"2003"	"2003"	5430
	"Vermont"	"50"	"2004"	"2004"	5862
	"Vermont"	"50"	"2005"	"2005"	6377
	"Vermont"	"50"	"2006"	"2006"	6911
	"Vermont"	"50"	"2007"	"2007"	7264
	"Vermont"	"50"	"2008"	"2008"	7759
	"Vermont"	"50"	"2009"	"2009"	8372
	"Vermont"	"50"	"2010"	"2010"	8508
	"Vermont"	"50"	"2011"	"2011"	8921
	"Vermont"	"50"	"2012"	"2012"	9121
	"Vermont"	"50"	"2013"	"2013"	9458
	"Vermont"	"50"	"2014"	"2014"	9710
	"Vermont"	"50"	"2015"	"2015"	10142
	"Vermont"	"50"	"2016"	"2016"	10379
	"Vermont"	"50"	"2017"	"2017"	10714
	"Vermont"	"50"	"2018"	"2018"	10996
	"Vermont"	"50"	"2019"	"2019"	11406
	"Vermont"	"50"	"2020"	"2020"	11678
	"Virginia"	"51"	"1990"	"1990"	1174876
	"Virginia"	"51"	"1991"	"1991"	1202194
	"Virginia"	"51"	"1992"	"1992"	1238551
	"Virginia"	"51"	"1993"	"1993"	1268404
	"Virginia"	"51"	"1994"	"1994"	1294734
	"Virginia"	"51"	"1995"	"1995"	1319225
	"Virginia"	"51"	"1996"	"1996"	1342874
	"Virginia"	"51"	"1997"	"1997"	1367796
	"Virginia"	"51"	"1998"	"1998"	1392692
	"Virginia"	"51"	"1999"	"1999"	1422517
	"Virginia"	"51"	"2000"	"2000"	1445626
	"Virginia"	"51"	"2001"	"2001"	1462901
	"Virginia"	"51"	"2002"	"2002"	1480645
	"Virginia"	"51"	"2003"	"2003"	1496240
	"Virginia"	"51"	"2004"	"2004"	1519571
	"Virginia"	"51"	"2005"	"2005"	1541027
	"Virginia"	"51"	"2006"	"2006"	1565510
	"Virginia"	"51"	"2007"	"2007"	1583256
	"Virginia"	"51"	"2008"	"2008"	1602530
	"Virginia"	"51"	"2009"	"2009"	1623781
	"Virginia"	"51"	"2010"	"2010"	1645955
	"Virginia"	"51"	"2011"	"2011"	1660329
	"Virginia"	"51"	"2012"	"2012"	1678037
	"Virginia"	"51"	"2013"	"2013"	1694873
	"Virginia"	"51"	"2014"	"2014"	1711915
	"Virginia"	"51"	"2015"	"2015"	1729111
	"Virginia"	"51"	"2016"	"2016"	1743812
	"Virginia"	"51"	"2017"	"2017"	1760115
	"Virginia"	"51"	"2018"	"2018"	1774602
	"Virginia"	"51"	"2019"	"2019"	1789585
	"Virginia"	"51"	"2020"	"2020"	1801495
	"Washington"	"53"	"1990"	"1990"	154374
	"Washington"	"53"	"1991"	"1991"	161116
	"Washington"	"53"	"1992"	"1992"	169408
	"Washington"	"53"	"1993"	"1993"	175390
	"Washington"	"53"	"1994"	"1994"	182652
	"Washington"	"53"	"1995"	"1995"	190801
	"Washington"	"53"	"1996"	"1996"	199460
	"Washington"	"53"	"1997"	"1997"	208977
	"Washington"	"53"	"1998"	"1998"	215228
	"Washington"	"53"	"1999"	"1999"	222319
	"Washington"	"53"	"2000"	"2000"	231593
	"Washington"	"53"	"2001"	"2001"	239036
	"Washington"	"53"	"2002"	"2002"	245869
	"Washington"	"53"	"2003"	"2003"	250925
	"Washington"	"53"	"2004"	"2004"	257470
	"Washington"	"53"	"2005"	"2005"	264736
	"Washington"	"53"	"2006"	"2006"	275137
	"Washington"	"53"	"2007"	"2007"	283382
	"Washington"	"53"	"2008"	"2008"	294548
	"Washington"	"53"	"2009"	"2009"	305941
	"Washington"	"53"	"2010"	"2010"	313343
	"Washington"	"53"	"2011"	"2011"	323849
	"Washington"	"53"	"2012"	"2012"	334507
	"Washington"	"53"	"2013"	"2013"	343356
	"Washington"	"53"	"2014"	"2014"	352805
	"Washington"	"53"	"2015"	"2015"	363793
	"Washington"	"53"	"2016"	"2016"	377112
	"Washington"	"53"	"2017"	"2017"	391382
	"Washington"	"53"	"2018"	"2018"	405041
	"Washington"	"53"	"2019"	"2019"	417649
	"Washington"	"53"	"2020"	"2020"	430125
	"West Virginia"	"54"	"1990"	"1990"	56068
	"West Virginia"	"54"	"1991"	"1991"	55983
	"West Virginia"	"54"	"1992"	"1992"	56046
	"West Virginia"	"54"	"1993"	"1993"	56949
	"West Virginia"	"54"	"1994"	"1994"	57638
	"West Virginia"	"54"	"1995"	"1995"	58464
	"West Virginia"	"54"	"1996"	"1996"	59041
	"West Virginia"	"54"	"1997"	"1997"	59365
	"West Virginia"	"54"	"1998"	"1998"	59966
	"West Virginia"	"54"	"1999"	"1999"	59775
	"West Virginia"	"54"	"2000"	"2000"	60967
	"West Virginia"	"54"	"2001"	"2001"	61171
	"West Virginia"	"54"	"2002"	"2002"	61832
	"West Virginia"	"54"	"2003"	"2003"	62866
	"West Virginia"	"54"	"2004"	"2004"	63682
	"West Virginia"	"54"	"2005"	"2005"	64664
	"West Virginia"	"54"	"2006"	"2006"	66217
	"West Virginia"	"54"	"2007"	"2007"	67505
	"West Virginia"	"54"	"2008"	"2008"	68836
	"West Virginia"	"54"	"2009"	"2009"	70465
	"West Virginia"	"54"	"2010"	"2010"	71552
	"West Virginia"	"54"	"2011"	"2011"	72448
	"West Virginia"	"54"	"2012"	"2012"	72993
	"West Virginia"	"54"	"2013"	"2013"	73811
	"West Virginia"	"54"	"2014"	"2014"	74291
	"West Virginia"	"54"	"2015"	"2015"	74581
	"West Virginia"	"54"	"2016"	"2016"	74558
	"West Virginia"	"54"	"2017"	"2017"	74520
	"West Virginia"	"54"	"2018"	"2018"	74622
	"West Virginia"	"54"	"2019"	"2019"	74895
	"West Virginia"	"54"	"2020"	"2020"	75782
	"Wisconsin"	"55"	"1990"	"1990"	248027
	"Wisconsin"	"55"	"1991"	"1991"	256644
	"Wisconsin"	"55"	"1992"	"1992"	264916
	"Wisconsin"	"55"	"1993"	"1993"	272844
	"Wisconsin"	"55"	"1994"	"1994"	281134
	"Wisconsin"	"55"	"1995"	"1995"	288815
	"Wisconsin"	"55"	"1996"	"1996"	297086
	"Wisconsin"	"55"	"1997"	"1997"	302926
	"Wisconsin"	"55"	"1998"	"1998"	308348
	"Wisconsin"	"55"	"1999"	"1999"	315230
	"Wisconsin"	"55"	"2000"	"2000"	323897
	"Wisconsin"	"55"	"2001"	"2001"	331554
	"Wisconsin"	"55"	"2002"	"2002"	339499
	"Wisconsin"	"55"	"2003"	"2003"	346353
	"Wisconsin"	"55"	"2004"	"2004"	352749
	"Wisconsin"	"55"	"2005"	"2005"	359771
	"Wisconsin"	"55"	"2006"	"2006"	367132
	"Wisconsin"	"55"	"2007"	"2007"	374709
	"Wisconsin"	"55"	"2008"	"2008"	381998
	"Wisconsin"	"55"	"2009"	"2009"	389316
	"Wisconsin"	"55"	"2010"	"2010"	395812
	"Wisconsin"	"55"	"2011"	"2011"	400905
	"Wisconsin"	"55"	"2012"	"2012"	405121
	"Wisconsin"	"55"	"2013"	"2013"	408892
	"Wisconsin"	"55"	"2014"	"2014"	413390
	"Wisconsin"	"55"	"2015"	"2015"	417320
	"Wisconsin"	"55"	"2016"	"2016"	421190
	"Wisconsin"	"55"	"2017"	"2017"	425944
	"Wisconsin"	"55"	"2018"	"2018"	430314
	"Wisconsin"	"55"	"2019"	"2019"	433429
	"Wisconsin"	"55"	"2020"	"2020"	435275
	"Wyoming"	"56"	"1990"	"1990"	3586
	"Wyoming"	"56"	"1991"	"1991"	3629
	"Wyoming"	"56"	"1992"	"1992"	3865
	"Wyoming"	"56"	"1993"	"1993"	3789
	"Wyoming"	"56"	"1994"	"1994"	3810
	"Wyoming"	"56"	"1995"	"1995"	3936
	"Wyoming"	"56"	"1996"	"1996"	4040
	"Wyoming"	"56"	"1997"	"1997"	3924
	"Wyoming"	"56"	"1998"	"1998"	4164
	"Wyoming"	"56"	"1999"	"1999"	4250
	"Wyoming"	"56"	"2000"	"2000"	4720
	"Wyoming"	"56"	"2001"	"2001"	5030
	"Wyoming"	"56"	"2002"	"2002"	5234
	"Wyoming"	"56"	"2003"	"2003"	5386
	"Wyoming"	"56"	"2004"	"2004"	5634
	"Wyoming"	"56"	"2005"	"2005"	5845
	"Wyoming"	"56"	"2006"	"2006"	6055
	"Wyoming"	"56"	"2007"	"2007"	6455
	"Wyoming"	"56"	"2008"	"2008"	6502
	"Wyoming"	"56"	"2009"	"2009"	7133
	"Wyoming"	"56"	"2010"	"2010"	7069
	"Wyoming"	"56"	"2011"	"2011"	7435
	"Wyoming"	"56"	"2012"	"2012"	9680
	"Wyoming"	"56"	"2013"	"2013"	10701
	"Wyoming"	"56"	"2014"	"2014"	10016
	"Wyoming"	"56"	"2015"	"2015"	9704
	"Wyoming"	"56"	"2016"	"2016"	9703
	"Wyoming"	"56"	"2017"	"2017"	9709
	"Wyoming"	"56"	"2018"	"2018"	9766
	"Wyoming"	"56"	"2019"	"2019"	9865
	"Wyoming"	"56"	"2020"	"2020"	9971
"---"
"Dataset: Bridged-Race Population Estimates 1990-2020"
"Query Parameters:"
"Race: Black or African American"
"Group By: State; Yearly July 1st Estimates"
"Show Totals: False"
"Show Zero Values: False"
"Data Table: State Level"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information."
"---"
"Query Date: Jan 14, 2022 10:52:24 AM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident"
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal"
"population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released"
"by NCHS on 10/26/2012); and bridged-race Vintage 2020 (2010-2020) postcensal population estimates (released by NCHS on"
"9/22/2021). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2020.html on Jan 14, 2022"
"10:52:24 AM"
"---"
Footnotes:
"1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for"
"2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2020 are"
"bridged-race Vintage 2020 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census"
"Bureau in collaboration with NCHS."
"---"
Caveats:
