"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Minnesota"	"27"	"2020"	"2020"	456060
	"Mississippi"	"28"	"1990"	"1990"	918137
	"Mississippi"	"28"	"1991"	"1991"	931092
	"Mississippi"	"28"	"1992"	"1992"	946494
	"Mississippi"	"28"	"1993"	"1993"	961894
	"Mississippi"	"28"	"1994"	"1994"	977069
	"Mississippi"	"28"	"1995"	"1995"	992365
	"Mississippi"	"28"	"1996"	"1996"	1004313
	"Mississippi"	"28"	"1997"	"1997"	1016239
	"Mississippi"	"28"	"1998"	"1998"	1028123
	"Mississippi"	"28"	"1999"	"1999"	1038253
	"Mississippi"	"28"	"2000"	"2000"	1043359
	"Mississippi"	"28"	"2001"	"2001"	1046375
	"Mississippi"	"28"	"2002"	"2002"	1049194
	"Mississippi"	"28"	"2003"	"2003"	1053803
	"Mississippi"	"28"	"2004"	"2004"	1062637
	"Mississippi"	"28"	"2005"	"2005"	1070369
	"Mississippi"	"28"	"2006"	"2006"	1080399
	"Mississippi"	"28"	"2007"	"2007"	1092496
	"Mississippi"	"28"	"2008"	"2008"	1103216
	"Mississippi"	"28"	"2009"	"2009"	1108721
	"Mississippi"	"28"	"2010"	"2010"	1117498
	"Mississippi"	"28"	"2011"	"2011"	1123666
	"Mississippi"	"28"	"2012"	"2012"	1128281
	"Mississippi"	"28"	"2013"	"2013"	1134074
	"Mississippi"	"28"	"2014"	"2014"	1138118
	"Mississippi"	"28"	"2015"	"2015"	1140645
	"Mississippi"	"28"	"2016"	"2016"	1144097
	"Mississippi"	"28"	"2017"	"2017"	1145930
	"Mississippi"	"28"	"2018"	"2018"	1145262
	"Mississippi"	"28"	"2019"	"2019"	1144256
	"Mississippi"	"28"	"2020"	"2020"	1141283
	"Missouri"	"29"	"1990"	"1990"	551614
	"Missouri"	"29"	"1991"	"1991"	560523
	"Missouri"	"29"	"1992"	"1992"	570748
	"Missouri"	"29"	"1993"	"1993"	582279
	"Missouri"	"29"	"1994"	"1994"	593401
	"Missouri"	"29"	"1995"	"1995"	603017
	"Missouri"	"29"	"1996"	"1996"	613411
	"Missouri"	"29"	"1997"	"1997"	624475
	"Missouri"	"29"	"1998"	"1998"	633777
	"Missouri"	"29"	"1999"	"1999"	642019
	"Missouri"	"29"	"2000"	"2000"	652894
	"Missouri"	"29"	"2001"	"2001"	661223
	"Missouri"	"29"	"2002"	"2002"	669160
	"Missouri"	"29"	"2003"	"2003"	676844
	"Missouri"	"29"	"2004"	"2004"	685468
	"Missouri"	"29"	"2005"	"2005"	694231
	"Missouri"	"29"	"2006"	"2006"	704464
	"Missouri"	"29"	"2007"	"2007"	712454
	"Missouri"	"29"	"2008"	"2008"	719723
	"Missouri"	"29"	"2009"	"2009"	728187
	"Missouri"	"29"	"2010"	"2010"	736352
	"Missouri"	"29"	"2011"	"2011"	740839
	"Missouri"	"29"	"2012"	"2012"	745502
	"Missouri"	"29"	"2013"	"2013"	751232
	"Missouri"	"29"	"2014"	"2014"	755894
	"Missouri"	"29"	"2015"	"2015"	760593
	"Missouri"	"29"	"2016"	"2016"	764751
	"Missouri"	"29"	"2017"	"2017"	768853
	"Missouri"	"29"	"2018"	"2018"	772562
	"Missouri"	"29"	"2019"	"2019"	775337
	"Missouri"	"29"	"2020"	"2020"	776770
	"Montana"	"30"	"1990"	"1990"	2200
	"Montana"	"30"	"1991"	"1991"	2269
	"Montana"	"30"	"1992"	"1992"	2321
	"Montana"	"30"	"1993"	"1993"	2548
	"Montana"	"30"	"1994"	"1994"	2666
	"Montana"	"30"	"1995"	"1995"	2769
	"Montana"	"30"	"1996"	"1996"	2929
	"Montana"	"30"	"1997"	"1997"	2910
	"Montana"	"30"	"1998"	"1998"	3034
	"Montana"	"30"	"1999"	"1999"	3111
	"Montana"	"30"	"2000"	"2000"	4056
	"Montana"	"30"	"2001"	"2001"	4510
	"Montana"	"30"	"2002"	"2002"	4845
	"Montana"	"30"	"2003"	"2003"	5223
	"Montana"	"30"	"2004"	"2004"	5611
	"Montana"	"30"	"2005"	"2005"	5844
	"Montana"	"30"	"2006"	"2006"	6227
	"Montana"	"30"	"2007"	"2007"	6460
	"Montana"	"30"	"2008"	"2008"	6665
	"Montana"	"30"	"2009"	"2009"	6917
	"Montana"	"30"	"2010"	"2010"	7097
	"Montana"	"30"	"2011"	"2011"	7902
	"Montana"	"30"	"2012"	"2012"	8546
	"Montana"	"30"	"2013"	"2013"	8709
	"Montana"	"30"	"2014"	"2014"	8934
	"Montana"	"30"	"2015"	"2015"	9221
	"Montana"	"30"	"2016"	"2016"	9597
	"Montana"	"30"	"2017"	"2017"	10054
	"Montana"	"30"	"2018"	"2018"	10261
	"Montana"	"30"	"2019"	"2019"	10637
	"Montana"	"30"	"2020"	"2020"	11046
	"Nebraska"	"31"	"1990"	"1990"	57861
	"Nebraska"	"31"	"1991"	"1991"	58992
	"Nebraska"	"31"	"1992"	"1992"	60350
	"Nebraska"	"31"	"1993"	"1993"	61405
	"Nebraska"	"31"	"1994"	"1994"	63236
	"Nebraska"	"31"	"1995"	"1995"	64814
	"Nebraska"	"31"	"1996"	"1996"	66604
	"Nebraska"	"31"	"1997"	"1997"	68697
	"Nebraska"	"31"	"1998"	"1998"	70395
	"Nebraska"	"31"	"1999"	"1999"	72024
	"Nebraska"	"31"	"2000"	"2000"	74826
	"Nebraska"	"31"	"2001"	"2001"	76777
	"Nebraska"	"31"	"2002"	"2002"	78371
	"Nebraska"	"31"	"2003"	"2003"	80408
	"Nebraska"	"31"	"2004"	"2004"	82391
	"Nebraska"	"31"	"2005"	"2005"	84487
	"Nebraska"	"31"	"2006"	"2006"	86994
	"Nebraska"	"31"	"2007"	"2007"	89065
	"Nebraska"	"31"	"2008"	"2008"	91900
	"Nebraska"	"31"	"2009"	"2009"	94396
	"Nebraska"	"31"	"2010"	"2010"	96754
	"Nebraska"	"31"	"2011"	"2011"	98658
	"Nebraska"	"31"	"2012"	"2012"	100375
	"Nebraska"	"31"	"2013"	"2013"	102456
	"Nebraska"	"31"	"2014"	"2014"	105102
	"Nebraska"	"31"	"2015"	"2015"	107189
	"Nebraska"	"31"	"2016"	"2016"	110030
	"Nebraska"	"31"	"2017"	"2017"	111846
	"Nebraska"	"31"	"2018"	"2018"	114258
	"Nebraska"	"31"	"2019"	"2019"	116163
	"Nebraska"	"31"	"2020"	"2020"	118129
	"Nevada"	"32"	"1990"	"1990"	81467
	"Nevada"	"32"	"1991"	"1991"	87998
	"Nevada"	"32"	"1992"	"1992"	93558
	"Nevada"	"32"	"1993"	"1993"	98320
	"Nevada"	"32"	"1994"	"1994"	106532
	"Nevada"	"32"	"1995"	"1995"	113443
	"Nevada"	"32"	"1996"	"1996"	119873
	"Nevada"	"32"	"1997"	"1997"	128057
	"Nevada"	"32"	"1998"	"1998"	136640
	"Nevada"	"32"	"1999"	"1999"	143853
	"Nevada"	"32"	"2000"	"2000"	151556
	"Nevada"	"32"	"2001"	"2001"	161746
	"Nevada"	"32"	"2002"	"2002"	171629
	"Nevada"	"32"	"2003"	"2003"	181213
	"Nevada"	"32"	"2004"	"2004"	194114
	"Nevada"	"32"	"2005"	"2005"	207275
	"Nevada"	"32"	"2006"	"2006"	221504
	"Nevada"	"32"	"2007"	"2007"	233966
	"Nevada"	"32"	"2008"	"2008"	244200
	"Nevada"	"32"	"2009"	"2009"	251426
	"Nevada"	"32"	"2010"	"2010"	256689
	"Nevada"	"32"	"2011"	"2011"	261092
	"Nevada"	"32"	"2012"	"2012"	270950
	"Nevada"	"32"	"2013"	"2013"	277584
	"Nevada"	"32"	"2014"	"2014"	287469
	"Nevada"	"32"	"2015"	"2015"	300098
	"Nevada"	"32"	"2016"	"2016"	314504
	"Nevada"	"32"	"2017"	"2017"	329702
	"Nevada"	"32"	"2018"	"2018"	344235
	"Nevada"	"32"	"2019"	"2019"	357741
	"Nevada"	"32"	"2020"	"2020"	368812
	"New Hampshire"	"33"	"1990"	"1990"	7350
	"New Hampshire"	"33"	"1991"	"1991"	6745
	"New Hampshire"	"33"	"1992"	"1992"	6985
	"New Hampshire"	"33"	"1993"	"1993"	7261
	"New Hampshire"	"33"	"1994"	"1994"	7865
	"New Hampshire"	"33"	"1995"	"1995"	8155
	"New Hampshire"	"33"	"1996"	"1996"	8825
	"New Hampshire"	"33"	"1997"	"1997"	9246
	"New Hampshire"	"33"	"1998"	"1998"	9635
	"New Hampshire"	"33"	"1999"	"1999"	10565
	"New Hampshire"	"33"	"2000"	"2000"	11612
	"New Hampshire"	"33"	"2001"	"2001"	12863
	"New Hampshire"	"33"	"2002"	"2002"	13776
	"New Hampshire"	"33"	"2003"	"2003"	14715
	"New Hampshire"	"33"	"2004"	"2004"	15590
	"New Hampshire"	"33"	"2005"	"2005"	16470
	"New Hampshire"	"33"	"2006"	"2006"	17556
	"New Hampshire"	"33"	"2007"	"2007"	18115
	"New Hampshire"	"33"	"2008"	"2008"	18948
	"New Hampshire"	"33"	"2009"	"2009"	19530
	"New Hampshire"	"33"	"2010"	"2010"	20167
	"New Hampshire"	"33"	"2011"	"2011"	21003
	"New Hampshire"	"33"	"2012"	"2012"	21969
	"New Hampshire"	"33"	"2013"	"2013"	22625
	"New Hampshire"	"33"	"2014"	"2014"	23431
	"New Hampshire"	"33"	"2015"	"2015"	24430
	"New Hampshire"	"33"	"2016"	"2016"	25829
	"New Hampshire"	"33"	"2017"	"2017"	27064
	"New Hampshire"	"33"	"2018"	"2018"	28365
	"New Hampshire"	"33"	"2019"	"2019"	29756
	"New Hampshire"	"33"	"2020"	"2020"	30696
	"New Jersey"	"34"	"1990"	"1990"	1080360
	"New Jersey"	"34"	"1991"	"1991"	1098903
	"New Jersey"	"34"	"1992"	"1992"	1120104
	"New Jersey"	"34"	"1993"	"1993"	1137820
	"New Jersey"	"34"	"1994"	"1994"	1155050
	"New Jersey"	"34"	"1995"	"1995"	1170159
	"New Jersey"	"34"	"1996"	"1996"	1184891
	"New Jersey"	"34"	"1997"	"1997"	1200550
	"New Jersey"	"34"	"1998"	"1998"	1217158
	"New Jersey"	"34"	"1999"	"1999"	1231242
	"New Jersey"	"34"	"2000"	"2000"	1244586
	"New Jersey"	"34"	"2001"	"2001"	1257274
	"New Jersey"	"34"	"2002"	"2002"	1268823
	"New Jersey"	"34"	"2003"	"2003"	1279601
	"New Jersey"	"34"	"2004"	"2004"	1288238
	"New Jersey"	"34"	"2005"	"2005"	1293607
	"New Jersey"	"34"	"2006"	"2006"	1298653
	"New Jersey"	"34"	"2007"	"2007"	1304334
	"New Jersey"	"34"	"2008"	"2008"	1311696
	"New Jersey"	"34"	"2009"	"2009"	1323532
	"New Jersey"	"34"	"2010"	"2010"	1335855
	"New Jersey"	"34"	"2011"	"2011"	1346119
	"New Jersey"	"34"	"2012"	"2012"	1355802
	"New Jersey"	"34"	"2013"	"2013"	1365829
	"New Jersey"	"34"	"2014"	"2014"	1375958
	"New Jersey"	"34"	"2015"	"2015"	1383931
	"New Jersey"	"34"	"2016"	"2016"	1388920
	"New Jersey"	"34"	"2017"	"2017"	1396146
	"New Jersey"	"34"	"2018"	"2018"	1402945
	"New Jersey"	"34"	"2019"	"2019"	1411950
	"New Jersey"	"34"	"2020"	"2020"	1421916
	"New Mexico"	"35"	"1990"	"1990"	31537
	"New Mexico"	"35"	"1991"	"1991"	33416
	"New Mexico"	"35"	"1992"	"1992"	35471
	"New Mexico"	"35"	"1993"	"1993"	36971
	"New Mexico"	"35"	"1994"	"1994"	38246
	"New Mexico"	"35"	"1995"	"1995"	39394
	"New Mexico"	"35"	"1996"	"1996"	40623
	"New Mexico"	"35"	"1997"	"1997"	41632
	"New Mexico"	"35"	"1998"	"1998"	41649
	"New Mexico"	"35"	"1999"	"1999"	42091
	"New Mexico"	"35"	"2000"	"2000"	42775
	"New Mexico"	"35"	"2001"	"2001"	44060
	"New Mexico"	"35"	"2002"	"2002"	45707
	"New Mexico"	"35"	"2003"	"2003"	46932
	"New Mexico"	"35"	"2004"	"2004"	48580
	"New Mexico"	"35"	"2005"	"2005"	50040
	"New Mexico"	"35"	"2006"	"2006"	51749
	"New Mexico"	"35"	"2007"	"2007"	53356
	"New Mexico"	"35"	"2008"	"2008"	54341
	"New Mexico"	"35"	"2009"	"2009"	56276
	"New Mexico"	"35"	"2010"	"2010"	58343
	"New Mexico"	"35"	"2011"	"2011"	59283
	"New Mexico"	"35"	"2012"	"2012"	59913
	"New Mexico"	"35"	"2013"	"2013"	60874
	"New Mexico"	"35"	"2014"	"2014"	61603
	"New Mexico"	"35"	"2015"	"2015"	62353
	"New Mexico"	"35"	"2016"	"2016"	63322
	"New Mexico"	"35"	"2017"	"2017"	64178
	"New Mexico"	"35"	"2018"	"2018"	65357
	"New Mexico"	"35"	"2019"	"2019"	67251
	"New Mexico"	"35"	"2020"	"2020"	68577
	"New York"	"36"	"1990"	"1990"	3075556
	"New York"	"36"	"1991"	"1991"	3115741
	"New York"	"36"	"1992"	"1992"	3159095
	"New York"	"36"	"1993"	"1993"	3206315
	"New York"	"36"	"1994"	"1994"	3248162
	"New York"	"36"	"1995"	"1995"	3284189
	"New York"	"36"	"1996"	"1996"	3314224
	"New York"	"36"	"1997"	"1997"	3345110
	"New York"	"36"	"1998"	"1998"	3378440
	"New York"	"36"	"1999"	"1999"	3410768
	"New York"	"36"	"2000"	"2000"	3443462
	"New York"	"36"	"2001"	"2001"	3457658
	"New York"	"36"	"2002"	"2002"	3467250
	"New York"	"36"	"2003"	"2003"	3471007
	"New York"	"36"	"2004"	"2004"	3464246
	"New York"	"36"	"2005"	"2005"	3457681
	"New York"	"36"	"2006"	"2006"	3453892
	"New York"	"36"	"2007"	"2007"	3456802
	"New York"	"36"	"2008"	"2008"	3473867
	"New York"	"36"	"2009"	"2009"	3498751
	"New York"	"36"	"2010"	"2010"	3531155
	"New York"	"36"	"2011"	"2011"	3561342
	"New York"	"36"	"2012"	"2012"	3584902
	"New York"	"36"	"2013"	"2013"	3608460
	"New York"	"36"	"2014"	"2014"	3622070
	"New York"	"36"	"2015"	"2015"	3631668
	"New York"	"36"	"2016"	"2016"	3635011
	"New York"	"36"	"2017"	"2017"	3631243
	"New York"	"36"	"2018"	"2018"	3625651
	"New York"	"36"	"2019"	"2019"	3616173
	"New York"	"36"	"2020"	"2020"	3604597
	"North Carolina"	"37"	"1990"	"1990"	1471373
	"North Carolina"	"37"	"1991"	"1991"	1504167
	"North Carolina"	"37"	"1992"	"1992"	1536007
	"North Carolina"	"37"	"1993"	"1993"	1572592
	"North Carolina"	"37"	"1994"	"1994"	1605865
	"North Carolina"	"37"	"1995"	"1995"	1639961
	"North Carolina"	"37"	"1996"	"1996"	1671635
	"North Carolina"	"37"	"1997"	"1997"	1703828
	"North Carolina"	"37"	"1998"	"1998"	1733013
	"North Carolina"	"37"	"1999"	"1999"	1758625
	"North Carolina"	"37"	"2000"	"2000"	1785118
	"North Carolina"	"37"	"2001"	"2001"	1814985
	"North Carolina"	"37"	"2002"	"2002"	1844291
	"North Carolina"	"37"	"2003"	"2003"	1869334
	"North Carolina"	"37"	"2004"	"2004"	1901343
	"North Carolina"	"37"	"2005"	"2005"	1936792
	"North Carolina"	"37"	"2006"	"2006"	1986797
	"North Carolina"	"37"	"2007"	"2007"	2035660
	"North Carolina"	"37"	"2008"	"2008"	2084901
	"North Carolina"	"37"	"2009"	"2009"	2125058
	"North Carolina"	"37"	"2010"	"2010"	2161166
	"North Carolina"	"37"	"2011"	"2011"	2189304
	"North Carolina"	"37"	"2012"	"2012"	2219074
	"North Carolina"	"37"	"2013"	"2013"	2250605
	"North Carolina"	"37"	"2014"	"2014"	2279235
	"North Carolina"	"37"	"2015"	"2015"	2306449
	"North Carolina"	"37"	"2016"	"2016"	2338708
	"North Carolina"	"37"	"2017"	"2017"	2369680
	"North Carolina"	"37"	"2018"	"2018"	2400642
	"North Carolina"	"37"	"2019"	"2019"	2429797
	"North Carolina"	"37"	"2020"	"2020"	2453861
	"North Dakota"	"38"	"1990"	"1990"	3366
	"North Dakota"	"38"	"1991"	"1991"	3429
	"North Dakota"	"38"	"1992"	"1992"	3476
	"North Dakota"	"38"	"1993"	"1993"	3369
	"North Dakota"	"38"	"1994"	"1994"	3354
	"North Dakota"	"38"	"1995"	"1995"	3270
	"North Dakota"	"38"	"1996"	"1996"	3514
	"North Dakota"	"38"	"1997"	"1997"	3501
	"North Dakota"	"38"	"1998"	"1998"	3720
	"North Dakota"	"38"	"1999"	"1999"	4007
	"North Dakota"	"38"	"2000"	"2000"	4971
	"North Dakota"	"38"	"2001"	"2001"	5476
	"North Dakota"	"38"	"2002"	"2002"	5936
	"North Dakota"	"38"	"2003"	"2003"	6389
	"North Dakota"	"38"	"2004"	"2004"	7075
	"North Dakota"	"38"	"2005"	"2005"	7741
	"North Dakota"	"38"	"2006"	"2006"	8174
	"North Dakota"	"38"	"2007"	"2007"	8538
	"North Dakota"	"38"	"2008"	"2008"	8994
	"North Dakota"	"38"	"2009"	"2009"	9994
	"North Dakota"	"38"	"2010"	"2010"	10589
	"North Dakota"	"38"	"2011"	"2011"	11676
	"North Dakota"	"38"	"2012"	"2012"	13237
	"North Dakota"	"38"	"2013"	"2013"	15871
	"North Dakota"	"38"	"2014"	"2014"	18392
	"North Dakota"	"38"	"2015"	"2015"	22589
	"North Dakota"	"38"	"2016"	"2016"	25450
	"North Dakota"	"38"	"2017"	"2017"	26987
	"North Dakota"	"38"	"2018"	"2018"	28730
	"North Dakota"	"38"	"2019"	"2019"	29804
	"North Dakota"	"38"	"2020"	"2020"	30495
	"Ohio"	"39"	"1990"	"1990"	1163105
	"Ohio"	"39"	"1991"	"1991"	1187439
	"Ohio"	"39"	"1992"	"1992"	1214495
	"Ohio"	"39"	"1993"	"1993"	1239130
	"Ohio"	"39"	"1994"	"1994"	1260858
	"Ohio"	"39"	"1995"	"1995"	1279923
	"Ohio"	"39"	"1996"	"1996"	1299584
	"Ohio"	"39"	"1997"	"1997"	1317777
	"Ohio"	"39"	"1998"	"1998"	1333730
	"Ohio"	"39"	"1999"	"1999"	1347742
	"Ohio"	"39"	"2000"	"2000"	1364281
	"Ohio"	"39"	"2001"	"2001"	1381459
	"Ohio"	"39"	"2002"	"2002"	1397560
	"Ohio"	"39"	"2003"	"2003"	1413170
	"Ohio"	"39"	"2004"	"2004"	1427023
	"Ohio"	"39"	"2005"	"2005"	1441701
	"Ohio"	"39"	"2006"	"2006"	1457396
	"Ohio"	"39"	"2007"	"2007"	1473382
	"Ohio"	"39"	"2008"	"2008"	1488002
	"Ohio"	"39"	"2009"	"2009"	1501406
	"Ohio"	"39"	"2010"	"2010"	1513715
	"Ohio"	"39"	"2011"	"2011"	1523957
	"Ohio"	"39"	"2012"	"2012"	1534900
	"Ohio"	"39"	"2013"	"2013"	1551746
	"Ohio"	"39"	"2014"	"2014"	1568118
	"Ohio"	"39"	"2015"	"2015"	1584682
	"Ohio"	"39"	"2016"	"2016"	1600116
	"Ohio"	"39"	"2017"	"2017"	1616703
	"Ohio"	"39"	"2018"	"2018"	1633573
	"Ohio"	"39"	"2019"	"2019"	1648429
	"Ohio"	"39"	"2020"	"2020"	1658318
	"Oklahoma"	"40"	"1990"	"1990"	236142
	"Oklahoma"	"40"	"1991"	"1991"	240420
	"Oklahoma"	"40"	"1992"	"1992"	247526
	"Oklahoma"	"40"	"1993"	"1993"	250522
	"Oklahoma"	"40"	"1994"	"1994"	253912
	"Oklahoma"	"40"	"1995"	"1995"	256587
	"Oklahoma"	"40"	"1996"	"1996"	260826
	"Oklahoma"	"40"	"1997"	"1997"	265613
	"Oklahoma"	"40"	"1998"	"1998"	271627
	"Oklahoma"	"40"	"1999"	"1999"	277057
	"Oklahoma"	"40"	"2000"	"2000"	280566
	"Oklahoma"	"40"	"2001"	"2001"	282978
	"Oklahoma"	"40"	"2002"	"2002"	285840
	"Oklahoma"	"40"	"2003"	"2003"	287387
	"Oklahoma"	"40"	"2004"	"2004"	290375
	"Oklahoma"	"40"	"2005"	"2005"	293204
	"Oklahoma"	"40"	"2006"	"2006"	299029
	"Oklahoma"	"40"	"2007"	"2007"	304098
	"Oklahoma"	"40"	"2008"	"2008"	307270
	"Oklahoma"	"40"	"2009"	"2009"	314025
	"Oklahoma"	"40"	"2010"	"2010"	320951
	"Oklahoma"	"40"	"2011"	"2011"	324890
	"Oklahoma"	"40"	"2012"	"2012"	329097
	"Oklahoma"	"40"	"2013"	"2013"	334750
	"Oklahoma"	"40"	"2014"	"2014"	338921
	"Oklahoma"	"40"	"2015"	"2015"	344322
	"Oklahoma"	"40"	"2016"	"2016"	347566
	"Oklahoma"	"40"	"2017"	"2017"	349923
	"Oklahoma"	"40"	"2018"	"2018"	352427
	"Oklahoma"	"40"	"2019"	"2019"	356314
	"Oklahoma"	"40"	"2020"	"2020"	361521
	"Oregon"	"41"	"1990"	"1990"	47386
	"Oregon"	"41"	"1991"	"1991"	49761
	"Oregon"	"41"	"1992"	"1992"	51515
	"Oregon"	"41"	"1993"	"1993"	53484
	"Oregon"	"41"	"1994"	"1994"	55825
	"Oregon"	"41"	"1995"	"1995"	58341
	"Oregon"	"41"	"1996"	"1996"	60756
	"Oregon"	"41"	"1997"	"1997"	62188
	"Oregon"	"41"	"1998"	"1998"	64508
	"Oregon"	"41"	"1999"	"1999"	66369
	"Oregon"	"41"	"2000"	"2000"	69705
	"Oregon"	"41"	"2001"	"2001"	72006
	"Oregon"	"41"	"2002"	"2002"	74540
	"Oregon"	"41"	"2003"	"2003"	76251
	"Oregon"	"41"	"2004"	"2004"	77674
	"Oregon"	"41"	"2005"	"2005"	80011
	"Oregon"	"41"	"2006"	"2006"	83196
	"Oregon"	"41"	"2007"	"2007"	86203
	"Oregon"	"41"	"2008"	"2008"	89386
	"Oregon"	"41"	"2009"	"2009"	92275
	"Oregon"	"41"	"2010"	"2010"	94957
	"Oregon"	"41"	"2011"	"2011"	97337
	"Oregon"	"41"	"2012"	"2012"	99475
	"Oregon"	"41"	"2013"	"2013"	101599
	"Oregon"	"41"	"2014"	"2014"	105050
	"Oregon"	"41"	"2015"	"2015"	108552
	"Oregon"	"41"	"2016"	"2016"	112924
	"Oregon"	"41"	"2017"	"2017"	116436
	"Oregon"	"41"	"2018"	"2018"	119857
	"Oregon"	"41"	"2019"	"2019"	123041
	"Oregon"	"41"	"2020"	"2020"	125990
	"Pennsylvania"	"42"	"1990"	"1990"	1110238
	"Pennsylvania"	"42"	"1991"	"1991"	1131434
	"Pennsylvania"	"42"	"1992"	"1992"	1156140
	"Pennsylvania"	"42"	"1993"	"1993"	1179523
	"Pennsylvania"	"42"	"1994"	"1994"	1198702
	"Pennsylvania"	"42"	"1995"	"1995"	1215312
	"Pennsylvania"	"42"	"1996"	"1996"	1230865
	"Pennsylvania"	"42"	"1997"	"1997"	1245495
	"Pennsylvania"	"42"	"1998"	"1998"	1262645
	"Pennsylvania"	"42"	"1999"	"1999"	1279925
	"Pennsylvania"	"42"	"2000"	"2000"	1296937
	"Pennsylvania"	"42"	"2001"	"2001"	1311557
	"Pennsylvania"	"42"	"2002"	"2002"	1329750
	"Pennsylvania"	"42"	"2003"	"2003"	1349739
	"Pennsylvania"	"42"	"2004"	"2004"	1372319
	"Pennsylvania"	"42"	"2005"	"2005"	1395186
	"Pennsylvania"	"42"	"2006"	"2006"	1421259
	"Pennsylvania"	"42"	"2007"	"2007"	1445762
	"Pennsylvania"	"42"	"2008"	"2008"	1469600
	"Pennsylvania"	"42"	"2009"	"2009"	1492281
	"Pennsylvania"	"42"	"2010"	"2010"	1510499
	"Pennsylvania"	"42"	"2011"	"2011"	1529622
	"Pennsylvania"	"42"	"2012"	"2012"	1547344
	"Pennsylvania"	"42"	"2013"	"2013"	1563578
	"Pennsylvania"	"42"	"2014"	"2014"	1578043
	"Pennsylvania"	"42"	"2015"	"2015"	1590715
	"Pennsylvania"	"42"	"2016"	"2016"	1604591
	"Pennsylvania"	"42"	"2017"	"2017"	1620466
	"Pennsylvania"	"42"	"2018"	"2018"	1638629
	"Pennsylvania"	"42"	"2019"	"2019"	1650596
	"Pennsylvania"	"42"	"2020"	"2020"	1660533
	"Rhode Island"	"44"	"1990"	"1990"	43674
	"Rhode Island"	"44"	"1991"	"1991"	45425
	"Rhode Island"	"44"	"1992"	"1992"	47047
	"Rhode Island"	"44"	"1993"	"1993"	48790
	"Rhode Island"	"44"	"1994"	"1994"	50578
	"Rhode Island"	"44"	"1995"	"1995"	52450
	"Rhode Island"	"44"	"1996"	"1996"	54398
	"Rhode Island"	"44"	"1997"	"1997"	56657
	"Rhode Island"	"44"	"1998"	"1998"	59143
	"Rhode Island"	"44"	"1999"	"1999"	62303
	"Rhode Island"	"44"	"2000"	"2000"	65323
	"Rhode Island"	"44"	"2001"	"2001"	67729
	"Rhode Island"	"44"	"2002"	"2002"	70465
	"Rhode Island"	"44"	"2003"	"2003"	73027
	"Rhode Island"	"44"	"2004"	"2004"	75540
	"Rhode Island"	"44"	"2005"	"2005"	77032
	"Rhode Island"	"44"	"2006"	"2006"	78412
	"Rhode Island"	"44"	"2007"	"2007"	80091
	"Rhode Island"	"44"	"2008"	"2008"	81603
	"Rhode Island"	"44"	"2009"	"2009"	83320
	"Rhode Island"	"44"	"2010"	"2010"	85000
	"Rhode Island"	"44"	"2011"	"2011"	87033
	"Rhode Island"	"44"	"2012"	"2012"	88342
	"Rhode Island"	"44"	"2013"	"2013"	90456
	"Rhode Island"	"44"	"2014"	"2014"	92368
	"Rhode Island"	"44"	"2015"	"2015"	94297
	"Rhode Island"	"44"	"2016"	"2016"	96319
	"Rhode Island"	"44"	"2017"	"2017"	97985
	"Rhode Island"	"44"	"2018"	"2018"	100732
	"Rhode Island"	"44"	"2019"	"2019"	102576
	"Rhode Island"	"44"	"2020"	"2020"	104211
	"South Carolina"	"45"	"1990"	"1990"	1046915
	"South Carolina"	"45"	"1991"	"1991"	1070158
	"South Carolina"	"45"	"1992"	"1992"	1089628
	"South Carolina"	"45"	"1993"	"1993"	1107974
	"South Carolina"	"45"	"1994"	"1994"	1123727
	"South Carolina"	"45"	"1995"	"1995"	1138558
	"South Carolina"	"45"	"1996"	"1996"	1152086
	"South Carolina"	"45"	"1997"	"1997"	1168026
	"South Carolina"	"45"	"1998"	"1998"	1181039
	"South Carolina"	"45"	"1999"	"1999"	1192652
	"South Carolina"	"45"	"2000"	"2000"	1204830
	"South Carolina"	"45"	"2001"	"2001"	1214753
	"South Carolina"	"45"	"2002"	"2002"	1222658
	"South Carolina"	"45"	"2003"	"2003"	1231581
	"South Carolina"	"45"	"2004"	"2004"	1244041
	"South Carolina"	"45"	"2005"	"2005"	1255105
	"South Carolina"	"45"	"2006"	"2006"	1273536
	"South Carolina"	"45"	"2007"	"2007"	1289462
	"South Carolina"	"45"	"2008"	"2008"	1308465
	"South Carolina"	"45"	"2009"	"2009"	1320564
	"South Carolina"	"45"	"2010"	"2010"	1332407
	"South Carolina"	"45"	"2011"	"2011"	1340554
	"South Carolina"	"45"	"2012"	"2012"	1351255
	"South Carolina"	"45"	"2013"	"2013"	1362552
	"South Carolina"	"45"	"2014"	"2014"	1374446
	"South Carolina"	"45"	"2015"	"2015"	1387621
	"South Carolina"	"45"	"2016"	"2016"	1399746
	"South Carolina"	"45"	"2017"	"2017"	1410048
	"South Carolina"	"45"	"2018"	"2018"	1421307
	"South Carolina"	"45"	"2019"	"2019"	1432329
	"South Carolina"	"45"	"2020"	"2020"	1441509
	"South Dakota"	"46"	"1990"	"1990"	3090
	"South Dakota"	"46"	"1991"	"1991"	3167
	"South Dakota"	"46"	"1992"	"1992"	3487
	"South Dakota"	"46"	"1993"	"1993"	3479
	"South Dakota"	"46"	"1994"	"1994"	3657
