state,year,numEvent,numRecords,numIDTheft,numFraud,numEventOCR,numRecordsOCR,treatment,treatmentYear,stateid,logID,lnFraud
MS,2008,1,1000,2345,4503,0,0,0,,26,7.7604671,8.4127216
MS,2009,1,140,2161,5659,0,0,0,,26,7.6787891,8.6411791
MS,2010,5,4880,1992,6473,1,1104,0,,26,7.5973964,8.7755499
MS,2011,4,5086,2210,9595,1,1797,0,,26,7.7012,9.1691017
MS,2012,1,0,2990,2210,0,0,0,,26,8.0033627,7.7012
MS,2013,3,12779,2233,10486,1,500,0,,26,7.7115488,9.2578917
MS,2014,3,6728,2409,13276,3,6728,0,,26,7.7873821,9.4937887
MS,2015,3,38846,2955,15450,2,19846,0,,26,7.9915924,9.6454287
MS,2016,5,141064,2378,18210,3,76401,0,,26,7.7744355,9.8097811
MS,2017,2,12712,2064,7601,2,12712,0,,26,7.6328855,8.9361668
MS,2018,3,33981,2894,15790,3,33981,0,,26,7.9707403,9.6671953
MS,2019,1,30642,4714,15041,3,52642,0,,26,8.4585037,9.6186018
MT,2005,1,5875,398,1253,0,0,0,2016,27,5.9889612,7.1340938
MT,2006,3,4216,434,1289,0,0,0,2016,27,6.075346,7.1623974
MT,2007,6,4368,393,1549,0,0,0,2016,27,5.9763508,7.3460102
MT,2008,1,226000,448,2411,0,0,0,2016,27,6.1070228,7.7882113
MT,2009,0,0,408,3182,0,0,0,2016,27,6.0137153,8.0655794
MT,2010,1,260,392,3108,0,0,0,2016,27,5.9738097,8.0420561
MT,2011,4,74000,390,4020,1,37000,0,2016,27,5.9687076,8.2992859
MT,2012,6,3609,501,390,2,3408,0,2016,27,6.2186003,5.9687076
MT,2013,2,1900,509,3575,1,1900,0,2016,27,6.2344108,8.1820002
MT,2014,3,1063052,585,4550,2,1063052,0,2016,27,6.3733196,8.4231024
MT,2015,2,13538,901,4572,2,13538,0,2016,27,6.8046145,8.4279251
MT,2016,3,57542,711,4600,2,29333,1,2016,27,6.568078,8.4340286
MT,2017,1,15326,638,3687,1,15326,1,2016,27,6.4599047,8.2128391
MT,2018,2,2203,799,5943,3,10638,1,2016,27,6.6846118,8.6901379
MT,2019,0,0,707,6064,2,20794,1,2016,27,6.5624442,8.71029
NC,2005,5,1232800,5830,9765,0,0,0,,28,8.6709442,9.1866627
NC,2006,15,91048,5748,10300,0,0,0,,28,8.6567812,9.239996
NC,2007,16,167198,6087,15381,0,0,0,,28,8.7140751,9.6409531
NC,2008,14,85344,7575,23135,0,0,0,,28,8.9327402,10.049145
NC,2009,16,317866,6802,27646,1,2000,0,,28,8.825119,10.227272
NC,2010,17,31185,5986,27415,4,9664,0,,28,8.6973457,10.218882
NC,2011,16,16879,6287,38063,3,7814,0,,28,8.746398,10.547024
NC,2012,23,569130,7910,6287,8,73531,0,,28,8.9760094,8.746398
NC,2013,28,98595,6679,41654,13,51159,0,,28,8.8068733,10.637177
NC,2014,14,277786,7334,50504,8,215162,0,,28,8.9004126,10.829827
NC,2015,12,28833,10646,55266,7,27218,0,,28,9.2730331,10.919931
NC,2016,12,7451711,9746,65059,4,26571,0,,28,9.1847153,11.083065
NC,2017,12,155178,9424,30481,9,142447,0,,28,9.1511211,10.324892
NC,2018,12,2680544,11481,66486,8,2690311,0,,28,9.3485355,11.104762
NC,2019,2,27297,18584,67350,9,10315068,0,,28,9.8301105,11.117673
ND,2005,0,0,158,632,0,0,0,2014,29,5.0689044,6.4504704
ND,2006,0,0,189,544,0,0,0,2014,29,5.2470241,6.300786
ND,2007,0,0,182,760,0,0,0,2014,29,5.209486,6.6346335
ND,2008,1,84554,227,1041,0,0,0,2014,29,5.4293456,6.9488974
ND,2009,0,0,192,1325,0,0,0,2014,29,5.2626901,7.1899223
ND,2010,0,0,199,1235,0,0,0,2014,29,5.2983174,7.1196356
ND,2011,2,1300,156,1732,1,650,0,2014,29,5.0562458,7.4576092
ND,2012,0,0,288,156,0,0,0,2014,29,5.6664267,5.0562458
ND,2013,3,22000,232,1960,2,12000,0,2014,29,5.4510384,7.5812097
ND,2014,1,290780,319,2473,0,0,1,2014,29,5.768321,7.8135915
ND,2015,0,0,575,2110,0,0,1,2014,29,6.3561077,7.6549172
ND,2016,0,0,465,2158,0,0,1,2014,29,6.1441855,7.6774006
ND,2017,3,3052,467,1390,2,3052,1,2014,29,6.1484685,7.2377782
ND,2018,0,0,474,2549,1,1813,1,2014,29,6.1633148,7.8438487
ND,2019,0,0,448,2867,0,0,1,2014,29,6.1070228,7.96137
NE,2005,1,200000,919,2278,0,0,0,2020,30,6.8243737,7.731492
NE,2006,5,527642,868,1968,0,0,0,2020,30,6.767343,7.5852809
NE,2007,3,6300372,797,2942,0,0,0,2020,30,6.6821084,7.9871845
NE,2008,1,2035,1048,4356,0,0,0,2020,30,6.9555926,8.3795395
NE,2009,2,1400,938,5079,0,0,0,2020,30,6.8448153,8.5330667
NE,2010,6,4291,860,5005,2,2350,0,2020,30,6.7580943,8.5183926
NE,2011,6,5616,869,6824,2,1316,0,2020,30,6.7684932,8.8283472
NE,2012,5,660000,1068,869,1,3000,0,2020,30,6.9744787,6.7684932
NE,2013,2,5982,965,6638,2,5982,0,2020,30,6.8731637,8.8007164
NE,2014,0,0,914,7807,0,0,0,2020,30,6.818924,8.962904
NE,2015,2,3744,1905,7648,1,1872,0,2020,30,7.552762,8.9423304
NE,2016,3,37502,1584,7855,3,37502,0,2020,30,7.3683395,8.9690332
NE,2017,6,33046,1170,5103,5,33046,0,2020,30,7.0656133,8.5377798
NE,2018,1,6450,1281,8416,5,115788,0,2020,30,7.1561766,9.0380087
NE,2019,0,0,1320,9179,2,46713,0,2020,30,7.1861444,9.1247826
NH,2005,0,0,645,2008,0,0,0,2014,31,6.4707994,7.6053925
NH,2006,2,9250,606,1964,0,0,0,2014,31,6.4085288,7.5832477
NH,2007,4,9563,647,2832,0,0,0,2014,31,6.4738908,7.9490914
NH,2008,4,20800,755,3988,0,0,0,2014,31,6.6280413,8.291296
NH,2009,4,3550,584,5366,0,0,0,2014,31,6.3716121,8.5880241
NH,2010,5,185,503,4702,0,0,0,2014,31,6.2225761,8.4559555
NH,2011,6,468800,617,5948,2,237360,0,2014,31,6.4264884,8.6909781
NH,2012,5,6970,782,617,2,1542,0,2014,31,6.6631327,6.4264884
NH,2013,4,115820,687,6297,0,0,0,2014,31,6.5337887,8.7479877
NH,2014,2,4208,726,7464,1,1208,1,2014,31,6.5889263,8.9179811
NH,2015,0,0,1890,7611,0,0,1,2014,31,7.5448608,8.9374809
NH,2016,5,171208,1352,7525,1,14947,1,2014,31,7.2100797,8.9261189
NH,2017,3,2086,1097,3953,1,2081,1,2014,31,7.0012455,8.2824831
NH,2018,0,0,1565,7642,0,0,1,2014,31,7.3562799,8.9415455
NH,2019,0,0,1302,8447,1,8992,1,2014,31,7.1724248,9.0416851
NJ,2005,3,685777,6582,10180,0,0,0,2014,32,8.7922459,9.2282782
NJ,2006,15,214032,6394,11284,0,0,0,2014,32,8.7632713,9.3312302
NJ,2007,11,55669,6881,15162,0,0,0,2014,32,8.8366642,9.6266136
NJ,2008,4,300724,8121,24849,0,0,0,2014,32,9.0023317,10.120613
NJ,2009,7,130049230,7366,34241,0,0,0,2014,32,8.9047661,10.441208
NJ,2010,12,33042,6807,27227,0,0,0,2014,32,8.8258533,10.212001
NJ,2011,13,1757446,7599,39737,4,1743803,0,2014,32,8.9359035,10.590063
NJ,2012,18,354254,8430,7599,4,31425,0,2014,32,9.0396709,8.9359035
NJ,2013,15,883725,7176,45801,3,13425,0,2014,32,8.8786364,10.732083
NJ,2014,14,7454951,7144,53535,8,1261823,1,2014,32,8.8741684,10.888109
NJ,2015,7,3720,11266,56121,2,2620,1,2014,32,9.3296337,10.935283
NJ,2016,18,223980,9977,56951,8,141649,1,2014,32,9.2081375,10.949965
NJ,2017,16,52692,9533,22603,9,47808,1,2014,32,9.1626196,10.025882
NJ,2018,8,5003957,11273,56438,7,24469,1,2014,32,9.3302546,10.940916
NJ,2019,0,0,18220,56880,7,582945,1,2014,32,9.8103304,10.948717
NM,2005,0,0,1634,2168,0,0,0,2014,33,7.3993979,7.6820216
NM,2006,3,2950,1621,2406,0,0,0,2014,33,7.3914151,7.7861366
NM,2007,5,9570,1726,2824,0,0,0,2014,33,7.4541411,7.9462638
NM,2008,2,1800,2062,4813,0,0,0,2014,33,7.6319165,8.4792833
NM,2009,2,36000,1970,5648,0,0,0,2014,33,7.5862961,8.6392336
NM,2010,7,24060,1773,6053,3,6730,0,2014,33,7.4809923,8.7084742
NM,2011,4,3724,1610,8023,1,1537,0,2014,33,7.3846102,8.9901924
NM,2012,8,110526,1858,1610,4,10445,0,2014,33,7.5277939,7.3846102
NM,2013,4,13132,1448,8292,2,13132,0,2014,33,7.2786288,9.0231667
NM,2014,4,8244,1611,10556,3,8244,1,2014,33,7.385231,9.2645445
NM,2015,2,561,2109,12387,1,561,1,2014,33,7.6544433,9.4244833
NM,2016,9,50681,2016,13900,5,27433,1,2014,33,7.6093664,9.5397158
NM,2017,0,0,1909,6479,0,0,1,2014,33,7.5548587,8.7764759
NM,2018,5,9911,2000,13573,5,9911,1,2014,33,7.6014023,9.5159111
NM,2019,0,0,2088,11948,4,209887,1,2014,33,7.6444407,9.3884029
NV,2005,2,13900,3144,3770,0,0,0,2014,34,8.0535688,8.235095
NV,2006,2,301237,2994,4222,0,0,0,2014,34,8.0046997,8.3483009
NV,2007,5,213000,2934,5356,0,0,0,2014,34,7.9844627,8.5861597
NV,2008,6,144489,3259,8963,0,0,0,2014,34,8.0894823,9.1009722
NV,2009,3,20,2803,11048,0,0,0,2014,34,7.9388022,9.3100948
NV,2010,6,15559,2423,10757,2,8033,0,2014,34,7.7931743,9.2834053
NV,2011,4,2935,2427,14320,0,0,0,2014,34,7.7948232,9.5694818
NV,2012,10,24008065,3032,2427,3,7265,0,2014,34,8.0173073,7.7948232
NV,2013,3,33634,2708,17354,2,33634,0,2014,34,7.904335,9.7616358
NV,2014,4,12000,2846,21952,1,12000,1,2014,34,7.954021,9.9966593
NV,2015,6,25097,3613,24194,3,22944,1,2014,34,8.1925707,10.093902
NV,2016,5,36972,3993,25636,1,3000,1,2014,34,8.2925482,10.151792
NV,2017,4,16394,3828,10707,3,16394,1,2014,34,8.2503586,9.2787466
NV,2018,5,10815,5816,26088,6,14015,1,2014,34,8.66854,10.169269
NV,2019,0,0,7757,27463,5,175924,1,2014,34,8.95648,10.220632
NY,2005,10,4696471,17387,20868,0,0,0,2014,35,9.7635355,9.9460201
NY,2006,77,2474990,16452,21129,0,0,0,2014,35,9.7082634,9.9584494
NY,2007,39,881086,19372,28526,0,0,0,2014,35,9.8716354,10.258606
NY,2008,24,468211,22550,45034,0,0,0,2014,35,10.023535,10.715196
NY,2009,22,296199,18914,52299,0,0,0,2014,35,9.8477106,10.864752
NY,2010,75,3348965,16494,52113,20,421761,0,2014,35,9.7108126,10.861189
NY,2011,42,107507490,17880,75163,7,1912685,0,2014,35,9.7914944,11.227427
NY,2012,60,1656309,21538,17880,11,65635,0,2014,35,9.9776201,9.7914944
NY,2013,67,1046706,17072,86673,15,127353,0,2014,35,9.7452536,11.369909
NY,2014,48,76781976,15959,101497,16,219766,1,2014,35,9.6778412,11.527795
NY,2015,44,20252427,24157,103918,23,9592481,1,2014,35,10.092371,11.551367
NY,2016,51,70242217,20205,112006,16,3636771,1,2014,35,9.9137344,11.626317
NY,2017,46,36215412,20397,50602,17,138384,1,2014,35,9.923192,10.831766
NY,2018,13,87213,24248,117567,17,1046317,1,2014,35,10.09613,11.674772
NY,2019,0,0,36337,128208,17,1027319,1,2014,35,10.500619,11.761417
OH,2005,10,1903340,7155,14075,0,0,0,2014,36,8.8757067,9.5522261
OH,2006,24,2123731,6878,14241,0,0,0,2014,36,8.8362284,9.5639505
OH,2007,18,1041142,7192,19597,0,0,0,2014,36,8.8808632,9.8831825
OH,2008,17,244734,8199,29528,0,0,0,2014,36,9.0118895,10.293128
OH,2009,10,55511,7531,34106,0,0,0,2014,36,8.9269161,10.437258
OH,2010,28,925887,6844,32847,6,79375,0,2014,36,8.831274,10.399646
OH,2011,22,205398,7479,54493,3,79043,0,2014,36,8.9199877,10.905846
OH,2012,24,1066684,8891,7479,5,18383,0,2014,36,9.092907,8.9199877
OH,2013,26,98165,7502,50765,11,24108,0,2014,36,8.9230585,10.834982
OH,2014,19,24391,9161,58704,11,25590,1,2014,36,9.1228199,10.98028
OH,2015,14,86902,15611,70470,11,31917,1,2014,36,9.6557951,11.162956
OH,2016,25,672930,11009,77213,13,515308,1,2014,36,9.3065596,11.254336
OH,2017,21,31478,9121,32050,10,20186,1,2014,36,9.1184444,10.375084
OH,2018,6,16278,10268,73212,10,162731,1,2014,36,9.2368851,11.201128
OH,2019,2,2364,13788,72903,26,476726,1,2014,36,9.5316267,11.196898
OK,2005,1,37000,2403,3917,0,0,0,2021,37,7.7848892,8.2733364
OK,2006,3,23900,2254,3711,0,0,0,2021,37,7.7209053,8.219326
OK,2007,2,138,2316,5009,0,0,0,2021,37,7.7480288,8.5191908
OK,2008,3,85597,2676,8101,0,0,0,2021,37,7.8924522,8.9998665
OK,2009,7,1235560,2635,9574,0,0,0,2021,37,7.877018,9.1669111
OK,2010,12,50824,2234,10038,2,21150,0,2021,37,7.7119966,9.2142324
OK,2011,7,435140,2115,13481,3,217540,0,2021,37,7.6572828,9.5091105
OK,2012,7,2370,2586,2115,1,844,0,2021,37,7.858254,7.6572828
OK,2013,1,0,2309,13206,0,0,0,2021,37,7.7450027,9.4885025
OK,2014,3,9814,2656,16926,2,9814,0,2021,37,7.884953,9.7366657
OK,2015,7,41464,4695,19307,5,29771,0,2021,37,8.4544668,9.8682747
OK,2016,5,10739,3337,20350,3,7801,0,2021,37,8.1131268,9.9208851
OK,2017,8,94670,2901,9687,5,65670,0,2021,37,7.9731555,9.1786432
OK,2018,2,280678,3109,19347,2,280678,0,2021,37,8.0423784,9.8703442
OK,2019,0,0,3706,18738,2,1771,0,2021,37,8.2179785,9.8383617
OR,2005,1,200,2973,5938,0,0,0,2014,38,7.997663,8.6892958
OR,2006,8,391108,2815,5583,0,0,0,2014,38,7.9430728,8.6276608
OR,2007,3,31044,2555,7999,0,0,0,2014,38,7.846199,8.9871969
OR,2008,5,19190,2916,12593,0,0,0,2014,38,7.9783111,9.4409761
OR,2009,9,27745,2583,15217,0,0,0,2014,38,7.8570938,9.6302338
OR,2010,7,59156,2256,13508,1,4328,0,2014,38,7.7217917,9.5111113
OR,2011,10,25540,2226,16208,2,18200,0,2014,38,7.7084107,9.6933222
OR,2012,17,99062,2467,2226,5,19042,0,2014,38,7.8111634,7.7084107
OR,2013,16,23312,2370,16827,6,8426,0,2014,38,7.7710671,9.7307997
OR,2014,14,913311,4946,20069,4,61974,1,2014,38,8.5065365,9.9069815
OR,2015,10,183206,5081,20387,5,174660,1,2014,38,8.5334606,9.9227018
OR,2016,9,22188,4312,22385,5,12408,1,2014,38,8.3693886,10.016191
OR,2017,10,1370009941,3714,13351,6,9441,1,2014,38,8.2201338,9.4994211
OR,2018,8,112228,4179,25120,9,116286,1,2014,38,8.3380661,10.131459
OR,2019,1,651,4005,28711,10,665898,1,2014,38,8.2955484,10.26507
PA,2005,3,37623,7908,15996,0,0,0,2015,39,8.9757566,9.6801567
PA,2006,13,53577,8080,16242,0,0,0,2015,39,8.9972706,9.6954174
PA,2007,16,246243,9042,20098,0,0,0,2015,39,9.109746,9.9084253
PA,2008,11,12599922,10658,30742,0,0,0,2015,39,9.2741594,10.333418
PA,2009,10,128317,9890,38681,1,943,0,2015,39,9.1993809,10.563129
PA,2010,31,2366243,9025,38024,11,989068,0,2015,39,9.1078644,10.546
PA,2011,27,380519,10061,54027,7,64024,0,2015,39,9.2165213,10.897258
PA,2012,27,88722,11324,10061,5,72402,0,2015,39,9.3347683,9.2165213
PA,2013,28,89592,8943,56185,10,45214,0,2015,39,9.0987387,10.936423
PA,2014,40,408959,10446,69655,15,60605,0,2015,39,9.2540703,11.151324
PA,2015,9,113440,14877,80180,6,91240,1,2015,39,9.6076393,11.292042
PA,2016,24,119886,14030,84270,11,64958,1,2015,39,9.5490246,11.341793
PA,2017,21,737044,12468,34984,11,411997,1,2015,39,9.4310007,10.462675
PA,2018,13,87978,13725,77714,11,87397,1,2015,39,9.5270472,11.260803
PA,2019,6,285296,20899,81284,16,357988,1,2015,39,9.947504,11.305717
RI,2005,1,0,626,1127,0,0,0,2014,40,6.4409466,7.0282016
RI,2006,5,101959,615,1153,0,0,0,2014,40,6.4232469,7.0509896
RI,2007,4,2779,595,1575,0,0,0,2014,40,6.3902407,7.3626451
RI,2008,3,7400,820,2418,0,0,0,2014,40,6.7105231,7.7911096
RI,2009,1,0,671,2750,0,0,0,2014,40,6.5102582,7.9197197
RI,2010,6,27250,579,2865,3,13889,0,2014,40,6.363028,7.9606724
RI,2011,3,53482,614,4004,0,0,0,2014,40,6.4216223,8.2952986
RI,2012,8,35284,963,614,3,15642,0,2014,40,6.8710914,6.4216223
RI,2013,1,2082,637,4438,1,2082,0,2014,40,6.4583383,8.3981848
RI,2014,0,0,699,6219,0,0,1,2014,40,6.5510802,8.7355251
RI,2015,1,12914,1491,8078,1,12914,1,2014,40,7.3078728,8.9970236
RI,2016,4,16730,1216,7206,2,16104,1,2014,40,7.1041441,8.8828077
RI,2017,4,34852,1302,2731,4,34852,1,2014,40,7.1724248,7.9127893
RI,2018,2,7167,990,6210,3,8267,1,2014,40,6.8987145,8.7340775
RI,2019,0,0,1146,5779,2,8588,1,2014,40,7.0449052,8.662159
SC,2005,0,0,2416,6312,0,0,0,,41,7.7902822,8.7503662
SC,2006,4,109012,2408,4841,0,0,0,,41,7.7869668,8.4850836
SC,2007,5,4682,2681,6287,0,0,0,,41,7.8943181,8.746398
SC,2008,3,16400,3270,10561,0,0,0,,41,8.0928507,9.2650175
SC,2009,1,84000,3071,12656,0,0,0,,41,8.0300837,9.4459658
SC,2010,5,6597,2726,12982,3,4773,0,,41,7.9109573,9.4713964
SC,2011,15,850775,3168,19720,4,409593,0,,41,8.0611715,9.8894396
SC,2012,7,6873970,4282,3168,1,228435,0,,41,8.3624086,8.0611715
SC,2013,11,57746,3374,20005,4,18541,0,,41,8.1241503,9.9037876
SC,2014,7,67209,3540,25816,2,42543,0,,41,8.1721649,10.158789
SC,2015,4,56449,5010,27091,4,56449,0,,41,8.5193911,10.206994
SC,2016,8,9494,4438,34767,4,4747,0,,41,8.3981848,10.456452
SC,2017,2,643,4509,14959,1,576,0,,41,8.414052,9.6131353
SC,2018,0,0,6339,36062,0,0,0,,41,8.7546339,10.493023
SC,2019,1,35253,10851,33675,9,175265,0,,41,9.2921047,10.424541
SD,2005,0,0,233,709,0,0,0,,42,5.4553213,6.5652652
SD,2006,0,0,236,618,0,0,0,,42,5.46806,6.4281054
SD,2007,1,56,246,910,0,0,0,,42,5.5093884,6.8145428
SD,2008,2,40,270,1335,0,0,0,,42,5.602119,7.1974354
SD,2009,0,0,236,1661,0,0,0,,42,5.46806,7.4157772
SD,2010,0,0,200,1766,0,0,0,,42,5.3033047,7.4770384
SD,2011,0,0,206,2415,0,0,0,,42,5.3327188,7.7898684
SD,2012,1,11,330,206,0,0,0,,42,5.8021183,5.3327188
SD,2013,2,17000,282,2386,1,8500,0,,42,5.6454468,7.7777925
SD,2014,1,1632,310,2974,1,1632,0,,42,5.7397928,7.9979992
SD,2015,4,16379,542,3056,3,15279,0,,42,6.2971091,8.0251894
SD,2016,0,0,503,2775,0,0,0,,42,6.2225761,7.9287663
SD,2017,2,20229,403,1754,1,10229,0,,42,6.0014148,7.4702239
SD,2018,0,0,486,3074,0,0,0,,42,6.1882639,8.0310602
SD,2019,0,0,411,3227,2,1260,0,,42,6.0210233,8.0796185
TN,2005,4,107200,3412,6261,0,0,0,,43,8.1353474,8.7422552
TN,2006,4,40150,3700,6871,0,0,0,,43,8.2163582,8.8352108
TN,2007,7,429912,3997,10327,0,0,0,,43,8.2935495,9.2426138
TN,2008,12,354590,4947,15903,0,0,0,,43,8.5067387,9.6743259
TN,2009,8,40804,4373,19103,1,6400,0,,43,8.3834333,9.8576527
TN,2010,26,2109717,4175,19271,6,1040302,0,,43,8.3371096,9.8664083
TN,2011,10,13629,4275,26987,7,8079,0,,43,8.3607731,10.203148
TN,2012,8,72003,5690,4275,2,28901,0,,43,8.6466417,8.3607731
TN,2013,21,115412,4468,28163,8,57716,0,,43,8.4049196,10.2458
TN,2014,15,13911395,4993,37347,10,11031397,0,,43,8.5159922,10.528034
TN,2015,10,204603,7121,44241,5,147909,0,,43,8.870944,10.69743
TN,2016,16,59052,5718,51036,7,35670,0,,43,8.6515493,10.840306
TN,2017,16,883284,5586,19996,11,113904,0,,43,8.6281977,9.9033375
TN,2018,6,585739,6808,53014,7,611564,0,,43,8.8260002,10.87833
TN,2019,1,2691,10664,43087,9,436034,0,,43,9.2747231,10.671
TX,2005,6,64000,26624,23184,0,0,0,,44,10.189606,10.051261
TX,2006,21,3806252,26006,25425,0,0,0,,44,10.166121,10.143528
TX,2007,31,1436683,25855,37750,0,0,0,,44,10.160298,10.538767
TX,2008,34,322310,31534,60673,0,0,0,,44,10.358853,11.01327
TX,2009,13,13806,28857,71070,1,1000,0,,44,10.270143,11.171434
TX,2010,62,911093,24158,71164,18,105611,0,,44,10.092412,11.172756
TX,2011,63,253811274,24162,102107,18,76191,0,,44,10.092578,11.533787
TX,2012,57,6611518,28299,24162,16,44007,0,,44,10.250617,10.092578
TX,2013,51,3957052,23266,133345,21,602949,0,,44,10.054791,11.800702
TX,2014,57,6194694,25843,174468,27,2651565,0,,44,10.159834,12.069503
TX,2015,49,236421,39630,258579,24,186086,0,,44,10.587367,12.46296
TX,2016,57,692462,33214,265347,23,265018,0,,44,10.410757,12.488797
TX,2017,53,70290539,33454,68641,33,573216,0,,44,10.417956,11.13666
TX,2018,22,1456465,45030,204531,32,1508271,0,,44,10.715106,12.228479
TX,2019,5,191319,73553,171242,52,2387008,0,,44,11.205775,12.050838
UT,2005,1,100000,1668,3829,0,0,0,2020,45,7.41998,8.2506199
UT,2006,2,21244,1577,4563,0,0,0,2020,45,7.3639135,8.4259548
UT,2007,5,33100,1530,5321,0,0,0,2020,45,7.3336763,8.5796041
UT,2008,6,2208170,1761,7347,0,0,0,2020,45,7.474205,8.9021835
UT,2009,2,6000,1738,8400,0,0,0,2020,45,7.4610653,9.0361061
UT,2010,5,8298,1488,8151,2,6998,0,2020,45,7.30586,9.0060186
UT,2011,2,179500,1514,10895,0,0,0,2020,45,7.3231707,9.2961512
UT,2012,8,1569943,1586,1514,1,780000,0,2020,45,7.3696008,7.3231707
UT,2013,10,14157,1429,10020,3,4157,0,2020,45,7.2654295,9.2124386
UT,2014,10,44643,1586,11471,5,43243,0,2020,45,7.3696008,9.3476648
UT,2015,2,0,2567,11870,0,0,0,2020,45,7.8508825,9.3818541
UT,2016,4,42372,2540,12750,1,42372,0,2020,45,7.840313,9.4533653
UT,2017,2,301132,2452,7681,1,1132,0,2020,45,7.8050671,8.9466352
UT,2018,2,1730,2915,15356,5,184073,0,2020,45,7.9779682,9.639327
UT,2019,1,1719,4702,17228,3,342137,0,2020,45,8.4559555,9.7543497
VA,2005,2,58000,5163,11234,0,0,0,2019,46,8.5494671,9.3267889
VA,2006,14,213827,5137,12039,0,0,0,2019,46,8.5444193,9.3959894
VA,2007,15,304977,5338,15373,0,0,0,2019,46,8.5827932,9.6404333
VA,2008,12,162299,6326,24717,0,0,0,2019,46,8.7525816,10.115287
VA,2009,10,1489359,5744,29437,1,83000,0,2019,46,8.656085,10.290042
VA,2010,19,77418,5065,28369,4,5782,0,2019,46,8.5303068,10.253088
VA,2011,19,5197148,5416,42165,4,4916682,0,2019,46,8.5972977,10.649369
VA,2012,17,146793,6616,5416,3,8163,0,2019,46,8.7973976,8.5972977
VA,2013,18,302666,6037,41093,3,18352,0,2019,46,8.7058277,10.623617
VA,2014,16,197084,5921,49537,8,117197,0,2019,46,8.68643,10.810495
VA,2015,14,1401942,10329,54093,3,702276,0,2019,46,9.2428074,10.898479
VA,2016,14,734628,8772,58991,5,39615,0,2019,46,9.0794344,10.985157
VA,2017,19,198067376,7656,26052,4,22426,0,2019,46,8.9433756,10.167889
VA,2018,10,13238,8196,56135,8,26345,0,2019,46,9.0115232,10.935533
VA,2019,1,1442,10284,57202,6,2997929,1,2019,46,9.2384415,10.954362
VT,2005,1,0,201,651,0,0,0,2014,47,5.3082676,6.4800444
VT,2006,2,15100,178,718,0,0,0,2014,47,5.187386,6.5778613
VT,2007,1,70000,237,914,0,0,0,2014,47,5.4722705,6.818924
VT,2008,1,28168,295,1537,0,0,0,2014,47,5.6903596,7.3382382
VT,2009,0,0,277,1816,0,0,0,2014,47,5.6276212,7.5049419
VT,2010,3,3000,245,1654,0,0,0,2014,47,5.5053315,7.4115562
VT,2011,7,14276,259,2328,0,0,0,2014,47,5.5606818,7.7531943
VT,2012,3,1682,326,259,0,0,0,2014,47,5.7899604,5.5606818
VT,2013,7,15317,274,2159,1,550,0,2014,47,5.6167712,7.6778636
VT,2014,2,0,402,2442,0,0,1,2014,47,5.9989367,7.800982
VT,2015,1,2000,525,2546,1,2000,1,2014,47,6.2653012,7.8426714
VT,2016,0,0,387,2532,0,0,1,2014,47,5.9610052,7.8371596
VT,2017,4,4256,354,1637,3,4256,1,2014,47,5.872118,7.4012313
VT,2018,0,0,316,2690,0,0,1,2014,47,5.7589016,7.8976684
VT,2019,0,0,338,3102,2,72982,1,2014,47,5.8260002,8.0401249
WA,2005,1,530,5810,11008,0,0,0,2014,48,8.6675081,9.306468
WA,2006,15,510596,5336,10451,0,0,0,2014,48,8.5824194,9.254549
WA,2007,7,33700,4961,15501,0,0,0,2014,48,8.5095644,9.6487246
WA,2008,6,102919,5818,21741,0,0,0,2014,48,8.6688833,9.9870014
WA,2009,3,530000,5147,25606,0,0,0,2014,48,8.5463638,10.150621
WA,2010,15,41169,4646,24627,3,17271,0,2014,48,8.4439774,10.111639
WA,2011,30,35108019,4853,31832,9,38755,0,2014,48,8.4875584,10.368258
WA,2012,19,32626,5373,4853,5,8495,0,2014,48,8.5893278,8.4875584
WA,2013,21,1347161,4739,32381,6,81046,0,2014,48,8.4637928,10.385358
WA,2014,16,1030576,10930,36127,6,21505,1,2014,48,9.2993584,10.494823
WA,2015,12,22171025,9043,36264,5,11006133,1,2014,48,9.1098566,10.498609
WA,2016,27,2250056,8310,40423,12,528837,1,2014,48,9.0253353,10.607179
WA,2017,16,73837,7360,22939,9,37176,1,2014,48,8.9039507,10.040637
WA,2018,9,47045033,7380,43113,7,44333,1,2014,48,8.9066648,10.671603
WA,2019,1,1893,7110,49601,15,1522106,1,2014,48,8.8693981,10.811787
WI,2005,1,100,2782,7215,0,0,0,,49,7.9312849,8.8840561
WI,2006,5,115946,2536,6724,0,0,0,,49,7.8387375,8.8135872
WI,2007,8,236597,2450,10252,0,0,0,,49,7.8042512,9.2353258
WI,2008,7,325855,3137,13152,0,0,0,,49,8.0513411,9.4844055
WI,2009,2,6900,2968,15088,0,0,0,,49,7.9959803,9.6217213
WI,2010,12,78906,2553,14716,3,13388,0,,49,7.8454161,9.5967588
WI,2011,6,125530,2782,22736,1,3000,0,,49,7.9312849,10.031749
WI,2012,10,114366,4055,2782,1,698,0,,49,8.3079529,7.9312849
WI,2013,13,123551,3635,21869,4,55908,0,,49,8.1986399,9.9928713
WI,2014,2,56437,4283,24321,1,41437,0,,49,8.3626423,10.099136
WI,2015,5,5287,7756,25544,2,1469,0,,49,8.9563513,10.148197
WI,2016,14,28605,5054,26921,5,14737,0,,49,8.5281334,10.200699
WI,2017,12,132391,3731,15382,9,105257,0,,49,8.2247,9.6410179
